sampleID,AverageChlorophyll,corine_land_cover,european_settlement_map,grassland__change,grassland_status,high_resolution_layer_forest_type,imperviousness,small_woody_features,tree_cover_density,water_and_wetness
ES_Ler_Gim_1_2015-10-22,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2016-08-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2016-10-21,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2017-07-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2017-10-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2018-08-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2018-10-26,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2019-08-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2020-10-26,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Gim_1_2021-08-31,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Ler_Pin_1_2018-10-10,"""0 0 0""",-128,0,240,240,240,240,NA,240,1
ES_Mad_Yep_1_2018-11-06,"""0 0 0""",-128,0,240,240,240,240,NA,240,4
ES_Tol_Vil_1_2018-10-07,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
ES_Zam_Ose_1_2018-09-20,"""0 0 0""",-128,0,240,240,240,240,NA,240,4
FI_Cen_Jyv_1_2019-09-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Cen_Ves_1_2014-07-26,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Cen_Ves_1_2016-07-29,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2014-07-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2014-08-27,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2015-07-21,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2015-10-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2016-07-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2016-09-17,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2017-07-20,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2017-09-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2018-07-17,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2018-09-20,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2019-07-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2019-08-25,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2020-06-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2020-10-04,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2021-07-07,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FI_Pir_Aka_1_2021-09-17,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ain_Civ_1_2019-06-15,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ain_Ver_1_2017-09-21,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Cot_Mar_1_2020-08-02,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Cot_Vie_1_2019-10-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Cot_Vie_1_2020-08-03,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Cot_Vie_1_2021-08-11,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Dro_Got_1_2014-07-08,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Dro_Got_1_2015-05-21,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Dro_Got_1_2015-09-09,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Dro_Got_1_2015-10-13,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Dro_Got_1_2016-06-13,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2014-08-18,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2014-10-27,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2015-08-10,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2015-10-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2016-08-12,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2017-08-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ess_Vil_1_2017-10-17,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Eur_Sai_1_2018-09-15,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Hau_Civ_1_2018-06-16,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Hau_Civ_1_2018-09-15,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Her_Sai_1_2020-11-12,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Her_Sai_1_2021-06-10,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
FR_Ill_Sai_1_2017-07-22,"""108 198 190""",-128,0,240,240,240,240,NA,240,0
FR_Ill_Sai_1_2017-09-16,"""108 198 190""",-128,0,240,240,240,240,NA,240,0
FR_Rho_Lyo_1_2010-07-16,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GA_Hau_Fra_1_2002-03-16,"""0 0 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA
GB_Eas_Sus_1_2021-07-09,"""0 0 0""",18,1,10,1,0,0,NA,0,0
GB_Eas_Sus_1_2021-09-01,"""0 0 0""",18,1,10,1,0,0,NA,0,0
GB_Edi_Edi_1_2021-08-29,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Edi_Edi_1_2021-10-04,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Edi_Sou_1_2014-07-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Fif_Dai_1_2015-08-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Fif_Dai_1_2016-08-06,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Ken_Ken_1_2019-09-16,"""0 0 0""",21,1,0,0,0,0,NA,0,0
GB_Lei_Lut_1_2014-10-20,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GB_Lei_Mar_1_2014-10-20,"""0 0 0""",18,0,0,0,0,18,NA,60,0
GB_Nor_Mar_1_2015-07-07,"""0 0 0""",18,0,10,1,0,0,NA,0,0
GB_Nor_Mar_1_2016-10-23,"""0 0 0""",18,0,10,1,0,0,NA,0,0
GB_Nor_Mar_1_2017-10-10,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GB_Nor_Mar_2_2017-10-10,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GB_Nor_Mar_3_2017-10-10,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GB_Per_Dru_1_2020-09-07,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_Per_Mut_1_2021-08-05,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
GB_She_She_1_2014-08-25,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GB_She_She_1_2015-10-04,"""0 0 0""",44,0,255,255,255,255,NA,255,0
GN_Dal_Don_1_2005-06-15,"""0 0 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA
HR_Dub_Her_1_2019-09-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
HR_Dub_Kam_1_2017-09-20,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
HU_Pes_Pil_1_2018-07-04,"""0 0 0""",44,0,255,255,255,255,NA,255,0
HU_Pes_Pil_1_2018-10-30,"""0 0 0""",44,0,255,255,255,255,NA,255,0
HU_Pes_Pil_1_2020-08-17,"""0 0 0""",44,0,255,255,255,255,NA,255,0
HU_Sze_Sze_1_2016-08-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Sas_Rec_1_2018-10-18,"""38 154 193""",-128,0,240,240,240,240,NA,240,255
IT_Tre_San_1_2015-09-29,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Tre_San_1_2015-10-10,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Tre_San_1_2019-10-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Tre_San_1_2021-06-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Tre_San_1_2021-10-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
IT_Tre_Tre_1_2016-08-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
MA_Ori_Ber_1_2017-07-10,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Ber_1_2017-09-15,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Ber_1_2018-07-16,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Ber_1_2019-09-11,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Ber_1_2020-09-21,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Nad_1_2016-07-21,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Ori_Nad_1_2016-10-04,"""50 167 194""",-128,0,240,240,240,240,NA,240,255
MA_Tan_Lar_1_2021-09-06,"""30 146 192""",-128,0,240,240,240,240,NA,240,240
NG_Bor_Mai_1_2004-09-16,"""0 0 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL_Gro_Gro_1_2017-10-11,"""0 0 0""",-128,0,255,255,255,255,NA,255,0
NL_Gro_Gro_1_2019-10-09,"""0 0 0""",-128,0,255,255,255,255,NA,255,0
NL_Gro_Gro_1_2020-10-15,"""0 0 0""",-128,0,255,255,255,255,NA,255,4
NL_Utr_Hou_1_1998-07-01,"""0 0 0""",-128,0,255,255,255,255,NA,255,0
PL_Lub_Lub_1_2019-09-10,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PL_Pom_Gda_1_2016-08-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PL_War_Brz_1_2015-09-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PL_War_Brz_1_2016-08-08,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PL_War_Brz_1_2017-08-20,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PT_Por_Rec_1_2014-09-26,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PT_Por_Rec_1_2015-09-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
PT_Por_Rec_1_2016-10-01,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Kol_Sla_1_2021-09-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Mac_Zaj_1_2020-09-13,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Pod_Sta_1_2019-09-19,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sla_1_2016-06-18,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sla_1_2016-09-09,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sla_1_2017-06-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sla_1_2017-09-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sla_1_2019-06-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sta_1_2019-07-21,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sta_1_2020-07-02,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sta_1_2020-09-14,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Sre_Sta_1_2021-06-22,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Zaj_Kal_1_2016-06-30,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
RS_Zaj_Kal_1_2016-09-13,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
SE_Ska_Lun_1_2014-07-31,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
SE_Ska_Lun_1_2015-08-08,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
SE_Ska_Lun_1_2015-08-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,0
UA_Lvi_Dro_1_2014-08-24,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
UA_Lvi_Dro_1_2015-09-18,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
UA_Lvi_Dro_1_2016-09-12,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
UA_Vol_Lut_1_2019-08-28,"""0 0 0""",-128,0,240,240,240,240,NA,240,255
