"","DATA.Chr","DATA.Pos","lat.pval","long.pval","min_month.pval","nFlies.pval"
"66","2L",372198,0.762973016937173,0.825921886724188,0.638891636124735,0.788598358818677
"67","2L",379493,0.386736099340441,0.709485394102732,0.0763167972588249,0.563396025316896
"68","2L",398988,0.22937764061558,0.41809664072257,0.0657174497558844,0.311395258202193
"69","2L",415803,0.592968311363836,0.969690120059832,0.180001522417239,0.0771101305285019
"70","2L",417320,0.441970888127276,0.288489456462707,0.445060449380343,0.450669054903388
"71","2L",419138,0.728073198332205,0.481984833209186,0.73041079203033,0.443558465406033
"72","2L",424586,0.357523079999356,0.625360022818694,0.503014223347336,0.835750515381995
"73","2L",436286,0.55473836826913,0.362229954674745,0.516352560642658,0.217401752505404
"74","2L",440151,0.312271999465186,0.6667647446143,0.361523639326752,0.502927278415715
"75","2L",452159,0.468541541629481,0.95947037117767,0.716219352745479,0.128050036297193
"76","2L",467717,0.803278670661084,0.631169413725912,0.684608921711386,0.0868072648194874
"77","2L",468354,0.0966202169447405,0.0439529199461672,0.578822127793052,0.343261800485304
"78","2L",469414,0.854386966820311,0.468371596712353,0.661144281558264,0.000857592088655897
"79","2L",469685,0.700978602936368,0.322954197457324,0.774493284734263,8.22709865934256e-05
"80","2L",482454,0.694093304558111,0.633078741502911,0.489710945402935,0.427306535211658
"81","2L",483234,0.263610737823399,0.788449022416042,0.785224752504293,0.0802777238604205
"82","2L",487000,0.241989907698957,0.622535785208746,0.146353008527425,0.442031513997476
"83","2L",490230,0.735482703844781,0.380713370647579,0.469351499555848,0.920266395547791
"84","2L",493301,0.815043986865088,0.839708681779565,0.783766888472122,0.2463670934383
"85","2L",494001,0.507054001139345,0.840393089942113,0.322437440382409,0.433094469755411
"86","2L",498835,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"87","2L",501789,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"88","2L",504683,0.400565192245184,0.495078432205371,0.967592639220689,0.941509932855851
"89","2L",505628,0.0805556436028433,0.099720752141031,0.715240777844193,0.686544654576083
"90","2L",506989,0.352170523383391,0.690084106266198,0.880455294749051,0.535750081567228
"91","2L",510376,0.456307762031737,0.746742754938448,0.379305516999075,0.617260797206519
"92","2L",511634,0.563257205023888,0.367002939085808,0.357171282623886,0.443218872356695
"93","2L",514851,0.439440253331727,0.323424008856277,0.244216822822216,0.533557956961956
"94","2L",515666,0.614466124688804,0.528983724337664,0.598031970489749,0.515724807156994
"95","2L",518158,0.887716258498859,0.966626178195691,0.547565865797445,0.0626412329380596
"96","2L",518891,0.809331286726518,0.533996875410002,0.980692839520251,0.038105228213708
"97","2L",526014,0.81417163669246,0.835127695961962,0.0428634232639362,0.453106771566705
"98","2L",541972,0.201831416085227,0.359057012383897,0.689903401538156,0.606761968489248
"99","2L",551044,0.0805556436028433,0.0997207521410312,0.715240777844192,0.686544654576084
"100","2L",553155,0.589216201527804,0.512795378553897,0.781479493279641,0.173075209510558
"101","2L",560372,0.392930649353997,0.712893702263261,0.56408523163163,0.568282555204805
"102","2L",568456,0.235288282452157,0.515804734594149,0.27223622371054,0.892873641404914
"103","2L",572993,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"104","2L",575912,0.349664045344969,0.211003811158084,0.727402002915877,0.904560921987145
"105","2L",575921,0.723158995078739,0.717910618857297,0.858162509594639,0.552539196951334
"106","2L",580247,0.39382483112972,0.233934259596644,0.909517547061943,0.397392315432652
"107","2L",581295,0.65636598375077,0.979052799726849,0.500342696219065,0.599821268599022
"108","2L",582054,0.42464009800319,0.730049029510614,0.454626394758929,0.593006689844787
"109","2L",583984,0.95688358022324,0.595187750557191,0.408413451615093,0.302828709573384
"110","2L",588821,0.701547803874299,0.801293758812378,0.378554698285889,0.866115024322713
"111","2L",589939,0.000338885094078982,0.000534649288901023,0.776975609469423,0.455611951391709
"112","2L",590850,0.641336291501819,0.950714966761636,0.280228365659135,0.0848008837490639
"113","2L",600117,0.881486895927521,0.811423140079965,0.247907039633036,0.0517000462972362
"114","2L",603201,0.944365569149974,0.388744740187188,0.463083701177867,0.16792687090874
"115","2L",606082,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"116","2L",606585,0.486979340213443,0.762546511337665,0.324981068113847,0.640387027006249
"117","2L",607429,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"118","2L",611233,0.651509049740321,0.975930827463649,0.472454789060495,0.533000632429123
"119","2L",637432,0.29004154163396,0.134688813553506,0.677924015577468,0.502865941967745
"120","2L",646500,0.394451078006265,0.249847921511528,0.962378615990393,0.00966013317537304
"121","2L",647642,0.24510164120389,0.624598951803723,0.836326527722651,0.444829408222704
"122","2L",649004,0.0356114061212012,0.137722536294093,0.538641120813744,0.382365819926871
"123","2L",649399,0.945326789995798,0.684701292723292,0.546566400121219,0.383353972568994
"124","2L",652048,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"125","2L",654145,0.786842163253078,0.713518516019667,0.848097462554688,0.25586888419033
"126","2L",659392,0.490793721375682,0.970819428994341,0.391425025122897,0.240897220535705
"127","2L",663983,0.362833119170702,0.696141599296101,0.744887004652803,0.54435000726727
"128","2L",665365,0.447916679542521,0.398398076376318,0.514119010852078,0.484920391128325
"129","2L",665410,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"130","2L",667269,0.041252660646094,0.181300889900134,0.321817087963163,0.281258478585905
"131","2L",668922,0.907044004616723,0.98698145700252,0.12904037663966,0.609483961137107
"132","2L",670267,0.589248691249986,0.11088877398279,0.663544331389542,0.00720646615685452
"133","2L",671498,0.362389030622298,0.270052959405205,0.65866680113873,0.536347450607254
"134","2L",673398,0.868073211881717,0.970515361911334,0.790208370217639,0.638909379521365
"135","2L",679157,0.497872132013564,0.365074713331147,0.229900709464172,0.533743912176358
"136","2L",679701,0.0597542401846847,0.0311655995820003,0.0425023728588027,0.57832187204945
"137","2L",680272,0.353570645728544,0.690883429161301,0.854474267103946,0.536883204046611
"138","2L",683695,0.906339306681285,0.684931389750304,0.192870042266443,0.567117872201729
"139","2L",684473,0.71732555380642,0.815350109007466,0.945678792028276,0.560212514106635
"140","2L",686211,0.626889837276825,0.144063564601868,0.863672234046085,0.0103209019900766
"141","2L",697718,0.395892680700994,0.0775472469537808,0.248066392180903,0.0625491936587982
"142","2L",706615,0.798227460848546,0.863238174453283,0.424562338625485,0.47615190245841
"143","2L",708179,0.847225561715089,0.299471871895999,0.284658528776308,0.128522159842017
"144","2L",709803,0.61536978818936,0.451872909080159,0.478003518327998,0.538378682421888
"145","2L",715789,0.431005541515446,0.733437860330751,0.114456661865193,0.597915153803567
"146","2L",717866,0.234692810220812,0.0812901578486557,0.313356001712318,0.0895663400952404
"147","2L",726121,0.34185611281673,0.422323200873165,0.706797086902705,0.29994391714468
"148","2L",726701,0.702398017845077,0.626884374276022,0.882035338720808,0.00159598716234851
"149","2L",732502,0.35616657254312,0.353634664108844,0.764102948594725,0.638463476916748
"150","2L",733168,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576084
"151","2L",736048,0.3883065008032,0.880018797667383,0.734170518404331,0.447199237406748
"152","2L",736446,0.319548227963261,0.198414848314096,0.640084758331588,0.426795685749867
"153","2L",736608,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"154","2L",740706,0.694685594703476,0.279467919298044,0.513055932219012,0.00620918372532121
"155","2L",745395,0.405299974323733,0.299556194017141,0.619244199264562,0.534300471013254
"156","2L",747580,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"157","2L",748007,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"158","2L",749474,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"159","2L",751091,0.665742359428391,0.899191171317379,0.186780609115833,0.658405586548372
"160","2L",753013,0.0985961358130667,0.166833762638357,0.896085790844697,0.699257926081686
"161","2L",754102,0.483054648173903,0.418497673989567,0.284320339718421,0.464914571376737
"162","2L",754669,0.107580214716376,0.110168468243366,0.867674609128641,0.629065833582424
"163","2L",764669,0.527489218122958,0.284800200291053,0.363496774077822,0.00819904267058277
"164","2L",769714,0.445169939163955,0.740917674670618,0.403085551234298,0.60877659848829
"165","2L",770228,0.584427150578055,0.149404083119644,0.845378013296166,0.00158062398590692
"166","2L",773403,0.745050989182839,0.371882107256022,0.530067020493249,0.232099977128493
"167","2L",776552,0.406919466397061,0.934787989739063,0.762323573961898,0.0356105034302271
"168","2L",777851,0.668587263217706,0.303754286771306,0.61682180242049,4.77675670364049e-05
"169","2L",790961,0.538493368377589,0.134881190606899,0.25941157914371,0.311766298244163
"170","2L",791914,0.525023568370256,0.76670667517977,0.544824788754949,0.0362757403529682
"171","2L",792748,0.939077218829935,0.402522782609117,0.881558021546333,0.103250666499825
"172","2L",793044,0.0460825800193518,0.112664371564481,0.354727876786554,0.702052551424294
"173","2L",795971,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"174","2L",798038,0.723721687413394,0.325997039097449,0.715240777844192,1.13790660899153e-05
"175","2L",798775,0.905943037461794,0.454276762094651,0.867442291513232,0.000212809657912128
"176","2L",799758,0.0805556436028423,0.0997207521410279,0.715240777844191,0.686544654576084
"177","2L",801615,0.381029483118431,0.0528235513761226,0.302910364852494,0.105437774397372
"178","2L",804693,0.451880938827554,0.440517090388704,0.406407864005587,0.356882148063384
"179","2L",805196,0.243813835860602,0.181076220024083,0.419742694423118,0.520557474441483
"180","2L",806077,0.53848836403313,0.162347991167742,0.824791764356583,0.00101897461799087
"181","2L",809633,0.904931388942157,0.76174171645783,0.262009823510508,0.166281446120202
"182","2L",810021,0.592329193585956,0.114579411165248,0.464280618068088,0.0755498254553754
"183","2L",812318,0.591968540316574,0.799011080782138,0.0527839885381136,0.502978896540164
"184","2L",817044,0.657688385728147,0.693564443885782,1,0.383607791665418
"185","2L",818451,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"186","2L",819878,0.584744840183984,0.894614398185324,0.413193193777421,0.568707690473319
"187","2L",828251,0.684508354248093,0.7582221917186,0.524556066786091,0.0922971272193806
"188","2L",829362,0.355420740349447,0.691937806429993,0.826290668036726,0.538378682421888
"189","2L",831094,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"190","2L",833663,0.809912434252233,0.931924086165692,0.606916612556215,0.507572952759055
"191","2L",838302,0.280113177571814,0.114332080043948,0.399596411536186,0.585622689556881
"192","2L",838339,0.0805556436028423,0.0997207521410279,0.71524077784419,0.686544654576084
"193","2L",843615,0.607431755464855,0.663735300801628,0.427760859834537,0.357402689061333
"194","2L",846010,0.723721687413394,0.325997039097449,0.715240777844192,1.13790660899153e-05
"195","2L",847164,0.746601199420797,0.991699335140201,0.420045034036547,0.55373967800735
"196","2L",847840,0.375875549974967,0.27926537227776,0.645731485857603,0.535554055628598
"197","2L",850557,0.858220563861205,0.593370406737211,0.420483203200086,0.528228618669465
"198","2L",851015,0.99042800411612,0.753131788754415,0.101991969583095,0.37416774133917
"199","2L",852705,0.570280456730294,0.798461195586894,0.727037204139569,0.289033865829545
"200","2L",855706,0.130830083415289,0.169848894056282,0.938380161368006,0.62477347498958
"201","2L",862992,0.890525207595306,0.692525303637012,0.83149801812699,0.885502629946697
"202","2L",865733,0.923383444769244,0.69139915281399,0.653089757688637,0.899274420999653
"203","2L",866019,0.434295057852565,0.874374469964585,0.909008742079042,0.0659552978735388
"204","2L",874978,0.95100095257653,0.475595491626881,0.754123691349568,0.0107014973772006
"205","2L",892685,0.208379479738105,0.429503691630674,0.757634181666563,0.758008561824687
"206","2L",893637,0.643628916849219,0.815787809705524,0.399855805965425,0.281270227162554
"207","2L",894895,0.136036155042223,0.322116133438071,0.119374221995896,0.537016562007457
"208","2L",895230,0.549815353193607,0.915792697644574,0.469247510033526,0.635196355035079
"209","2L",905855,0.908931736379469,0.709483835231265,0.523733511096651,0.42380209351457
"210","2L",907410,0.152204226296571,0.274457170542534,0.732938416540187,0.723571143798464
"211","2L",908147,0.369626226331958,0.0931935752603449,0.656377717978623,0.0375246987576003
"212","2L",909735,0.58818553317697,0.758470225185095,0.855109274677749,0.133016871445326
"213","2L",913337,0.173944814991084,0.466367473930832,0.685109194857916,0.512539815094404
"214","2L",917625,0.942768111009356,0.711038256677224,0.164388333233933,0.916467743702745
"215","2L",923381,0.0805556436028433,0.099720752141031,0.715240777844192,0.686544654576083
"216","2L",924145,0.784753999633476,0.495006099989268,0.741914897204873,0.705023397635875
"217","2L",925713,0.730917110171462,0.186778167796587,0.656664382085169,0.00450518274090826
"218","2L",931991,0.0805556436028421,0.0997207521410278,0.71524077784419,0.686544654576084
"219","2L",934252,0.57025584906037,0.803969991051634,0.23444406414495,0.423333968596888
"220","2L",939185,0.0923144819836662,0.0208549861307952,0.679555646227572,0.254092335246875
"221","2L",939459,0.195062352809485,0.160819022044411,0.385986961237262,0.566464638441187
"222","2L",941882,0.899379668281757,0.543694328244832,0.0987493550820194,0.344626821507714
"223","2L",944018,0.639836068883097,0.875739725014352,0.784541035360311,0.316455063195075
"224","2L",944291,0.393548650610761,0.713232662664357,0.561442121997194,0.568768999322498
"225","2L",944345,0.742578572450531,0.892432691338344,0.57918903335669,0.450136219964999
"226","2L",946006,0.209856193498151,0.115874039927967,0.51254234683372,0.10432453532222
"227","2L",946656,0.839805870716627,0.563393355014507,0.415990909191272,0.503611605953082
"228","2L",947070,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"229","2L",948281,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"230","2L",949456,0.387434012370758,0.856565062450818,0.759858803294375,0.0180192499157848
"231","2L",950616,0.967766994469952,0.958842987872459,0.57192919001707,0.620323800760965
"232","2L",955434,0.740065905215558,0.821526507095762,0.263108126134232,0.345643159799282
"233","2L",959268,0.257499732967767,0.30279009203521,0.947455157718597,0.524020453049322
"234","2L",959296,0.888301915131675,0.262363764717102,0.445110574214407,0.0489094892135109
"235","2L",961962,0.0805556436028433,0.0997207521410312,0.715240777844192,0.686544654576084
"236","2L",962118,0.233236630537976,0.299467130160267,0.511650726141997,0.178623028190564
"237","2L",962912,0.488212970073731,0.108708934887187,0.630548170403922,0.00101143912534254
"238","2L",968934,0.955744204505124,0.434582088594501,0.919839687245588,0.00129465176767174
"239","2L",973756,0.433076885596248,0.295114919691332,0.500519781572173,0.479260518253526
"240","2L",974864,0.417622653771487,0.947145113662749,0.603527971809653,0.0731078703881403
"241","2L",976558,0.90009856137891,0.758852613818015,0.0559588996040584,0.86888797806564
"242","2L",976865,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"243","2L",985043,0.310899825869226,0.239486785796867,0.364702018188966,0.595754033644748
"244","2L",987546,0.700269320379536,0.827316846302772,0.462482918413153,0.277850033517873
"245","2L",987857,0.825039243129642,0.581015903659832,0.95463481592126,0.199595504738668
"246","2L",990752,0.0805556436028433,0.0997207521410312,0.715240777844193,0.686544654576083
"247","2L",991244,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"248","2L",993032,0.680435443475148,0.33688984523751,0.988629191542215,0.004192135074373
"249","2L",993055,0.85376207684083,0.51743999011768,0.890351395157742,0.163473326886111
"250","2L",1006785,0.111183787377968,0.070607271340755,0.876035582862327,0.439016325314356
"251","2L",1006870,0.0329741231185009,0.00245336272448881,0.777347201314402,0.0601315034895902
"252","2L",1007147,0.17468078271362,0.574623224193184,0.428259573976395,0.37836395558439
"253","2L",1008200,0.994928799711008,0.674187955313127,0.727360342899869,0.784242505122993
"254","2L",1009378,0.627651817146076,0.705377880637934,0.638652681303493,0.0990947227635803
"255","2L",1013536,0.216880404870664,0.234024037047233,0.240482427388777,0.592472272964061
"256","2L",1020303,0.778320180493978,0.215267502995198,0.969342521805914,0.00287234429309687
"257","2L",1021549,0.805061081791796,0.78974624241125,0.713057734265286,0.153438492087056
"258","2L",1025504,0.0548628189604055,0.284496152074587,0.590350472748975,0.298457192829238
"259","2L",1028396,0.326655769613801,0.493549771352797,0.0699701758047049,0.420015777558982
"260","2L",1028530,0.770683021897362,0.564931699730005,0.976912181885756,0.74617790390836
"261","2L",1028879,0.923379564286957,0.717012182828156,0.648554661447495,0.646966554933245
"262","2L",1029192,0.488609602751118,0.82042300369948,0.340422404768124,0.63536985630812
"263","2L",1029743,0.709793571618816,0.77234493990061,0.751073669088212,0.00243899814485274
"264","2L",1030950,0.876374685833459,0.477776877278529,0.556030346179541,0.101363407283074
"265","2L",1031582,0.474628535619368,0.568384409881446,0.453633753350847,0.710937626938314
"266","2L",1033672,0.24100010885446,0.621877152968855,0.906287696194304,0.441139259237771
"267","2L",1037126,0.727106552633223,0.995354846671618,0.745746325018955,0.195899108008887
"268","2L",1038991,0.858633035055949,0.384387316037374,0.939859376718723,0.0245668631576734
"269","2L",1043815,0.0909326071885861,0.0103630588157612,0.751977292612558,0.0741932147814988
"270","2L",1046765,0.433836711951136,0.734939563174558,0.430142223588272,0.600092762026257
"271","2L",1057409,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"272","2L",1058038,0.643100701011228,0.598024792304671,0.620319848115258,0.118237012179578
"273","2L",1058843,0.308894427795857,0.295267198699174,0.584167534924577,0.67106013031218
"274","2L",1060342,0.10838468739026,0.0474088322622603,0.627202121000531,0.329494387425568
"275","2L",1062342,0.723721687413394,0.325997039097449,0.715240777844192,1.13790660899153e-05
"276","2L",1063557,0.925766727605559,0.649079571646126,0.0218357270997137,0.375443950464071
"277","2L",1066862,0.00498393091300733,0.0254791817190051,0.685345245272652,0.503180025246366
"278","2L",1067098,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"279","2L",1067828,0.847441716670096,0.545566486881406,0.925994538080548,0.19742536862211
"280","2L",1069536,0.960536788950664,0.415537746375223,0.117266829150524,0.0718713797013873
"281","2L",1071120,0.00455262628387178,0.0397547578178047,0.938912689502928,0.585686559454656
"282","2L",1072073,0.364156500749368,0.805271949627019,0.578062183451522,0.870386533579908
"283","2L",1074710,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"284","2L",1077914,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"285","2L",1077930,0.211540296246834,0.181092306923983,0.934915710305266,0.2693637534141
"286","2L",1080227,0.267857309927587,0.0565724443768905,0.762724671938721,0.112566166074118
"287","2L",1082867,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"288","2L",1084466,0.88732587860883,0.490751541369589,0.155281712224653,0.917190335474325
"289","2L",1085684,0.278049290768987,0.371786138272787,0.705526963199769,0.595157471715722
"290","2L",1090855,0.143430373484845,0.129754542988183,0.466888744875559,0.593454742302323
"291","2L",1093235,0.351140204083123,0.780087002639541,0.908235367018563,0.153860022931804
"292","2L",1093543,0.504604907876137,0.431898709442064,0.320100504212337,0.363994403371745
"293","2L",1098861,0.950845629815992,0.506566537449173,0.320057523368041,0.735068946425705
"294","2L",1102589,0.372449421060642,0.701547781262261,0.6716807666759,0.552049831097835
"295","2L",1102813,0.784235553747391,0.916648709549698,0.192732902188743,0.878847474418176
"296","2L",1108265,0.0805556436028433,0.0997207521410312,0.715240777844192,0.686544654576084
"297","2L",1110797,0.880405819293031,0.892246245663046,0.100952241795765,0.570272807436533
"298","2L",1115259,0.579650883596233,0.282892902519456,0.105146500612685,0.965731509618204
"299","2L",1116848,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"300","2L",1119150,0.65246168122665,0.240268745357021,0.591927960531548,0.141106729940519
"301","2L",1119421,0.836484332789607,0.222447107358342,0.783878003852045,0.0283798264306808
"302","2L",1119466,0.0074376615243279,0.0141778004381299,0.631977586521994,0.595896729689163
"303","2L",1121600,0.0398473193821911,0.0890339731083111,0.851439142346666,0.822623015285737
"304","2L",1123920,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"305","2L",1124594,0.486961536158886,0.17748757063592,0.417181560213967,0.00446666734785446
"306","2L",1127605,0.0805556436028423,0.0997207521410278,0.71524077784419,0.686544654576084
"307","2L",1135698,0.132370527609454,0.0837670593414265,0.954649401916539,0.363859548983161
"308","2L",1137201,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"309","2L",1141066,0.329457019308781,0.779613224423206,0.774316038448429,0.70456542103003
"310","2L",1142710,0.548136666326336,0.124196617155191,0.982476700930474,0.000718908271983784
"311","2L",1144587,0.334388906668209,0.910869101880743,0.677531881309217,0.299170096478179
"312","2L",1147347,0.723721687413394,0.325997039097449,0.248066392180903,0.926324173810477
"313","2L",1147389,0.442423375250804,0.536160838524931,0.554359102110276,0.51350889092693
"314","2L",1151141,0.520369727944847,0.100748479875625,0.292513294252103,0.14464044308738
"315","2L",1156353,0.967899420902087,0.634866793850951,0.646500303936334,0.407538170995656
"316","2L",1158831,0.0126447980983456,0.0354933106924606,0.884911813962614,0.993110780055422
"317","2L",1160422,0.506852899437564,0.434082603482316,0.581000598523761,0.328335066763437
"318","2L",1163802,0.321315647986562,0.255371357738748,0.979646000686503,0.890131727368801
"319","2L",1170389,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"320","2L",1177471,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"321","2L",1187511,0.723721687413394,0.325997039097449,0.715240777844193,1.13790660899153e-05
"322","2L",1190736,0.461650395138315,0.0870345881333515,0.4148205703593,0.0655904406952695
"323","2L",1191425,0.851405815895773,0.636302510527954,0.727003450710575,0.0868556019074716
"324","2L",1195323,0.118188932939771,0.251625617594361,0.816015990691573,0.821466245388506
"325","2L",1198860,0.283850595465429,0.15512624425008,0.76938795847777,0.368489241761427
"326","2L",1199971,0.0767312494767612,0.0228748206802396,0.496897744494342,0.0564920408164469
"327","2L",1201776,0.31457916000231,0.634080963583285,0.440010762425489,0.672858569516717
"328","2L",1206496,0.549442646245787,0.793796121549068,0.248066392180903,0.686544654576083
"329","2L",1207131,0.207739393242987,0.126915102376065,0.270770154218853,0.961943627726082
"330","2L",1211033,0.869011588172249,0.583009901537088,0.526574277762392,0.134273970918319
"331","2L",1211690,0.842013251490308,0.244941244723832,0.687587798967098,0.0797495576158905
"332","2L",1213458,0.964572997175979,0.381334884776097,0.670622420186437,0.0152841699992924
"333","2L",1213513,0.80740915144432,0.602682452876985,0.194962470526353,0.554943383492005
