"","DATA.Chr","DATA.Pos","lat.pval","long.pval"
"132","2L",716246,0.483078733789804,6.73174556328991e-05
"133","2L",716281,0.886535682614308,0.218559158590628
"134","2L",716356,0.00447538127424034,0.00266687996470008
"135","2L",716435,0.28437295480336,1.05600663105324e-08
"136","2L",716551,0.988226780914199,0.482352920767314
"137","2L",716679,0.308463723930779,0.420168759884577
"138","2L",717171,0.0805004841761248,0.000684355961233352
"139","2L",717228,0.542760887730436,0.877733107520655
"140","2L",717887,0.572164473181039,0.508319544106887
"141","2L",719418,0.628391881665293,0.000226251231084881
"142","2L",724817,0.898866230597997,0.0567823302724464
"143","2L",724877,0.846508079588054,0.000783583137612717
"144","2L",730690,0.0154049834435123,0.875597015469331
"145","2L",733931,0.00581335454467088,0.00131367286094851
"146","2L",733990,0.0374004500577817,0.00446750704540666
"147","2L",734091,0.0173627363617782,0.00112199567270105
"148","2L",744385,0.65449714191214,2.31383963228879e-08
"149","2L",747313,0.715045372225459,0.446916234932732
"150","2L",751162,0.00582929466262167,9.09999050243104e-10
"151","2L",762173,0.555520712701962,0.348815123777785
"152","2L",763388,0.832040269521737,0.00278921447172293
"153","2L",766359,0.163517049627024,1.76065012596574e-11
"154","2L",770261,0.912765751579243,0.0343725653456464
"155","2L",772370,0.00413141816141393,0.00393446711692357
"156","2L",776378,0.191971877286954,0.0158659093072055
"157","2L",776628,0.0663281568831277,0.764367519532502
"158","2L",778802,0.0125010741319839,0.0919441183394691
"159","2L",780479,0.538722290507284,0.0334124863647038
"160","2L",788710,0.78590768130718,0.00540142572252798
"161","2L",788769,0.945317226167043,3.79486236446293e-10
"162","2L",799397,0.72078302975805,0.110682480529766
"163","2L",800098,0.110571318114445,7.86327967459993e-18
"164","2L",800108,0.502275766601477,0.0217123215977466
"165","2L",800273,0.170196670952016,0.00561913967405004
"166","2L",800338,0.500200474579166,0.030067678356667
"167","2L",802501,0.595420544734845,0.241280084677309
"168","2L",804017,0.00127137988786568,0.00029525429827499
"169","2L",807772,0.659813808733339,0.711800210483997
"170","2L",807847,7.87326915283525e-05,0.000551603761736592
"171","2L",808048,0.497801850907444,0.395153686673647
"172","2L",809642,0.362890384791416,0.765472093449289
"173","2L",811352,1.3886914645223e-07,4.40227093701433e-07
"174","2L",833243,0.472418042386902,0.189334435770868
"175","2L",833269,0.0492230428523404,3.7813869177696e-05
"176","2L",833764,0.587200053768097,1.55023711390474e-08
"177","2L",843684,0.0019145754893387,0.0499676081872367
"178","2L",846608,0.255462817060498,3.65076049192558e-10
"179","2L",859079,0.821790511034462,1.10382239366656e-06
"180","2L",859994,0.00511679814803108,0.0135842519075304
"181","2L",867225,0.705902002378727,0.0633701629052526
"182","2L",867236,0.0561554959504963,6.03607005151461e-08
"183","2L",889953,0.115135403730364,0.133546738117696
"184","2L",890949,0.0827898471937824,0.693603958201231
"185","2L",892892,0.00396630726927581,3.17957442014582e-05
"186","2L",895508,0.204246442284142,0.0158888200165037
"187","2L",897746,0.29485354592953,0.877070841881934
"188","2L",897831,0.145493823457312,0.109335656477757
"189","2L",897855,0.306561805854384,0.593036999756718
"190","2L",897861,0.43918071112051,0.575590049105671
"191","2L",897947,0.309503959515627,0.337782806889149
"192","2L",909297,0.284739027182042,1.17545157080647e-08
"193","2L",913267,0.858547253569749,0.370707449420027
"194","2L",913309,0.098898416104162,0.993159505053324
"195","2L",913757,0.127797382657866,0.618877757123485
"196","2L",913825,0.97964791210486,0.03366489926284
"197","2L",914326,0.000593924652048699,3.93159265037163e-05
"198","2L",917741,0.704979094884875,0.224059617473503
"199","2L",920561,0.0968775286235564,0.000518658848425069
"200","2L",921710,0.130164224238224,2.72608678366327e-12
"201","2L",922622,0.403757690752177,0.0147225672812294
"202","2L",924435,3.04305111335122e-05,0.00163778787739774
"203","2L",924856,1.56474846663182e-08,1.17699771594733e-07
"204","2L",924875,7.95938610716532e-07,2.06830535922737e-08
"205","2L",924998,0.458507531599601,0.535174804733417
"206","2L",926162,0.0296179824324637,0.055929951180527
"207","2L",926320,0.0499961476257777,0.148418565186738
"208","2L",927066,0.0333330903912374,0.00101740289050882
"209","2L",933490,0.474494701415502,0.62647416914306
"210","2L",935347,0.524363500415365,0.924741984380451
"211","2L",937145,0.776170306283245,0.706819449803811
"212","2L",937154,0.11561903534781,0.72861083568168
"213","2L",938079,0.0063810234604242,0.0185860656510917
"214","2L",939146,0.371680221284213,0.105315267402505
"215","2L",939164,0.0018057465588168,0.000832091973173737
"216","2L",945595,0.00487672808220747,0.000183971447220955
"217","2L",946204,0.543108652949709,0.000698967267236078
"218","2L",946261,0.867371977335868,0.49344007345027
"219","2L",949605,0.465567208503123,0.173829538319115
"220","2L",950897,0.399493512369534,0.63576353696583
"221","2L",959534,0.0351394285483546,9.45201606975277e-19
"222","2L",959543,0.300886890232718,0.704019025536878
"223","2L",959553,0.108489815776003,0.473666600755472
"224","2L",962357,0.615436637418462,0.736360219987021
"225","2L",964007,0.0555790598984431,1.60959706174244e-05
"226","2L",964051,2.24148927232669e-05,2.44605789088885e-13
"227","2L",964231,0.647468186893349,1.12519008960242e-06
"228","2L",964286,2.47680356270426e-05,5.72270213975319e-08
"229","2L",964766,0.000697348231407697,0.00108559562337683
"230","2L",967062,4.74272210252467e-08,1.43219591238534e-36
"231","2L",967101,0.13525281663478,0.19354348641206
"232","2L",968249,0.882461421712867,0.040737723667251
"233","2L",968495,1.42040356856636e-08,1.17495664976779e-06
"234","2L",973099,0.924022468591718,0.0276834338896054
"235","2L",974885,0.111880796577341,1.05529131556158e-32
"236","2L",976833,0.64160943241285,0.0672529590234694
"237","2L",989225,0.132249712894182,0.301088291987671
"238","2L",1006077,0.334858492797577,0.31381792443297
"239","2L",1006617,0.181003425308899,0.0523797530117147
"240","2L",1006665,0.0586962546589911,0.0122708588628786
"241","2L",1007105,0.01426381152953,0.085873296892965
"242","2L",1018675,1.64328652918382e-05,0.823704023318427
"243","2L",1018914,0.510403864970973,0.000163582858842335
"244","2L",1018952,0.25810954341482,1.91413842622999e-10
"245","2L",1019359,0.0171496179735965,8.91278643179718e-07
"246","2L",1019367,1.94912829115199e-09,2.63619799607657e-09
"247","2L",1020853,0.945102311097945,0.0472777334974424
"248","2L",1021668,0.000974569088555196,0.184539038477827
"249","2L",1021709,0.869835262226413,0.0360668023091272
"250","2L",1025675,0.439949792010231,0.0317957031362059
"251","2L",1027818,0.262280831039462,1.09648754925431e-16
"252","2L",1027855,0.029141852617758,0.0742232207383774
"253","2L",1028079,0.0885234803382535,0.108713481941317
"254","2L",1043811,0.159566716682328,6.19164780950045e-09
"255","2L",1043816,0.635587641558001,0.00519462941839377
"256","2L",1045581,0.583141829315035,2.1528996805017e-16
"257","2L",1045905,0.938346202223561,0.252525025825409
"258","2L",1047430,6.28818192780718e-09,2.26306371523139e-09
"259","2L",1059880,0.485247162230742,0.284346543808956
"260","2L",1066876,0.324323391071982,0.917241622811585
"261","2L",1068609,0.090397262978911,0.0816064189890168
"262","2L",1071813,0.13827530801829,0.0883288322974051
"263","2L",1071907,0.455682858162478,0.0205508996159659
"264","2L",1072071,0.137748788070241,0.0885230088408813
"265","2L",1074535,4.48573398344021e-10,1.78924142664798e-07
"266","2L",1077622,0.521664655691912,0.0924443735388808
"267","2L",1089988,0.5528702065563,0.747413884003655
"268","2L",1090402,0.00514793476245816,0.618945275194668
"269","2L",1092172,0.778552515313373,0.000143942560501386
"270","2L",1092899,0.272659021327711,0.244862703498887
"271","2L",1093421,0.513168153491444,0.348602740055451
"272","2L",1094528,0.0146048943604549,7.56873534334754e-09
"273","2L",1095276,0.143546709238443,0.0392944139674695
"274","2L",1095288,0.00166375646761259,1.46323892925854e-13
"275","2L",1099320,0.667515631404807,0.0339980754158072
"276","2L",1116851,0.783159705780058,0.795303282399898
"277","2L",1116855,0.906555887378645,0.457785126122104
"278","2L",1116863,0.274803346536375,0.00570070685915346
"279","2L",1116892,0.262860193857729,0.452060503881229
"280","2L",1118823,0.0465322437759599,7.52518322932093e-08
"281","2L",1119150,0.989512075709699,0.94092971532229
"282","2L",1120636,0.425420383733147,0.0841442818746087
"283","2L",1129286,0.336305636675921,9.54016449742987e-08
"284","2L",1157959,0.053555086449,0.974113828532842
"285","2L",1177278,0.0439826926838984,0.0049227520709883
"286","2L",1194202,0.311010841243379,0.00106196181531202
"287","2L",1207681,0.226560940372441,1.84922407245709e-06
"288","2L",1210735,0.791480356690205,0.0667782253789002
"289","2L",1210901,0.0782743606044078,0.0327358748314371
"290","2L",1211247,0.929052408746017,0.321097115933243
"291","2L",1213367,0.912865075720661,0.281906578610206
"292","2L",1213389,0.0327377234886293,0.383933334402304
"293","2L",1214932,0.802126728664571,0.270227564262272
"294","2L",1218336,0.0588826723821141,1.68747926106457e-09
"295","2L",1230115,0.0012835793723218,8.06394008438763e-11
"296","2L",1231425,0.62446945275861,2.79738690104129e-07
"297","2L",1231441,0.249481891917542,0.000113276791136864
"298","2L",1231820,0.80977247024568,1.63541469778551e-08
"299","2L",1232262,0.282127068366269,0.0869455595752924
"300","2L",1233109,0.295684143143962,0.835523533635171
"301","2L",1233303,0.176759920147486,0.874224268389026
"302","2L",1234244,0.00700319346756301,0.797813066469471
"303","2L",1234861,0.00550149680278177,4.13359037881981e-12
"304","2L",1234944,0.389502746300374,0.190593271658005
"305","2L",1235790,0.820010951676402,0.000899053744407536
"306","2L",1245075,0.553580953506537,0.987117028447816
"307","2L",1245107,0.337294450276259,0.271472225809885
"308","2L",1246067,0.0486362318001958,0.988972322826188
"309","2L",1246138,0.675821054352013,0.711924046472594
"310","2L",1247926,0.0452490495264443,5.62109690256576e-14
"311","2L",1250565,0.418290127058587,0.0832645956807558
"312","2L",1251182,0.0265791024619073,0.973317254243627
"313","2L",1251187,0.871359725271372,0.00316389293461517
"314","2L",1251969,0.0616468663506441,5.00666355660533e-12
"315","2L",1254744,0.211137031297773,3.869974053899e-10
"316","2L",1255299,0.562787506183763,0.155703208512298
"317","2L",1255409,0.116532157377749,0.264410065456348
"318","2L",1257976,2.78518233303006e-05,3.02504600348693e-08
"319","2L",1258110,0.00110860103406026,0.00121432647172289
"320","2L",1259637,0.40897073050365,0.785075920792744
"321","2L",1260483,0.32066526091028,1.27659228557811e-05
"322","2L",1263189,0.0204406529975222,0.227018111962317
"323","2L",1263353,0.00190419402414063,0.000104230992554874
"324","2L",1263942,0.518487330390296,0.0677691260358853
"325","2L",1264087,0.493232244142532,0.000367139506153554
"326","2L",1264823,0.535329091807365,0.0240298243606264
"327","2L",1269726,0.000386916389577843,4.23354260315584e-07
"328","2L",1274172,0.628396286842593,0.0324828897835241
"329","2L",1275008,0.809176707151962,0.302742664386961
"330","2L",1275039,0.0168130728824535,0.000557749915792147
"331","2L",1280610,0.663158396463033,0.000754356724351772
"332","2L",1285767,0.697670732224708,0.718867413109274
"333","2L",1285790,0.332713125789689,0.986051222303504
"334","2L",1292082,0.000308864154614611,3.05130578369325e-06
"335","2L",1296034,7.01760731576223e-06,3.24972421595744e-14
"336","2L",1297137,0.612271994254065,0.11469110696337
"337","2L",1298012,0.230565937102516,0.576998463700993
"338","2L",1298791,0.0187535483166104,0.00261474492966785
"339","2L",1306322,2.56656161137776e-07,5.66700743996551e-05
"340","2L",1306906,0.422963951999258,0.00411235017245209
"341","2L",1306924,0.0646227642395583,0.00549416739935046
"342","2L",1307455,0.00222163191006782,0.00202210836335314
"343","2L",1307564,1.60502632901467e-10,1.23569998712663e-12
"344","2L",1307942,0.139398382308658,0.0250051419062112
"345","2L",1308047,0.0434720659400673,1.40022328294623e-17
"346","2L",1308914,0.208836694045578,0.656180378945894
"347","2L",1309624,0.905657560545635,0.240739026536415
"348","2L",1309633,0.00607147333861661,1.49195548036831e-07
"349","2L",1312662,0.222164082762325,3.01849723769696e-10
"350","2L",1313565,0.637363446046298,0.209045981752949
"351","2L",1313690,0.00304368526362806,0.574585570146739
"352","2L",1315272,0.991862030419013,0.76698919134816
"353","2L",1316659,0.000382016022911334,4.39871121557552e-13
"354","2L",1316665,0.00147555150695944,0.000194641811891992
"355","2L",1316746,0.836562658856508,0.374207943243361
"356","2L",1317014,0.590674257453821,0.51246489088635
"357","2L",1318312,0.0110450592117023,0.115833639056801
"358","2L",1319734,0.393837258008417,0.275645804165378
"359","2L",1321054,1.51443924208757e-05,0.50153148165508
"360","2L",1321446,0.418191795729579,0.335195546713153
"361","2L",1322889,0.669691360653103,0.0339018011231344
"362","2L",1322981,0.316873614366676,0.000972106715823042
"363","2L",1323487,0.0216760578616095,0.845683397542855
"364","2L",1328527,0.0218912156513554,0.346580479974273
"365","2L",1328582,0.261199302916357,0.492648306533667
"366","2L",1331264,0.55726248052487,0.000491677382861766
"367","2L",1331467,0.833984091764298,0.706530878662353
"368","2L",1332073,0.755125177829195,0.479364475844404
"369","2L",1333287,1.46674406272584e-05,4.39857554086314e-08
"370","2L",1335871,0.0805587250757634,0.000187841238049979
"371","2L",1336874,0.353069895777478,0.913371207548808
"372","2L",1336924,0.0616184706785793,0.988296809162164
"373","2L",1341834,6.80454197833954e-10,2.55694143163289e-07
"374","2L",1342567,0.267196693687776,0.0517635375928524
"375","2L",1343668,0.000251138698983699,0.645769611715157
"376","2L",1346375,0.367650340142844,2.6568607204167e-17
"377","2L",1346432,0.944290688020506,0.0703432120356018
"378","2L",1346449,0.00413814709238247,0.00180977686713085
"379","2L",1346497,3.80931520462504e-06,4.09884033469211e-08
"380","2L",1348186,0.216154484639193,0.0115553279743207
"381","2L",1349697,0.4971957061286,0.999832445832911
"382","2L",1350240,0.229524350916774,0.0611340467216955
"383","2L",1356324,0.237996265550465,1.51506880466865e-07
"384","2L",1356715,0.284426743197922,0.595659448498288
"385","2L",1357038,0.533443401644849,0.0127350546207862
"386","2L",1358090,0.679561032859719,0.0598490399924251
"387","2L",1358685,7.50517481048589e-08,1.6870879683902e-08
"388","2L",1362731,0.200161242450195,0.0466102364874188
"389","2L",1362783,0.0107964987871649,0.029756836912667
"390","2L",1362789,0.00054555940548739,0.288777586920535
"391","2L",1364609,0.278490118138652,0.610496769311355
"392","2L",1366113,0.575903576993986,0.890856408669163
"393","2L",1366593,0.0352887413383193,1.45077096026644e-07
"394","2L",1366607,0.249215372255812,0.0014611787391956
"395","2L",1366691,0.00162098650947103,4.86598029097625e-16
"396","2L",1369220,0.151865040685075,0.0576335137421996
"397","2L",1370914,0.739074235425699,9.44686071739477e-06
"398","2L",1374188,0.865841516861104,0.377953512976246
"399","2L",1374210,0.941170288224762,0.942210902765854
"400","2L",1377474,0.0182422680556226,0.0017494623009604
"401","2L",1377475,0.576735939974914,0.506644541604344
"402","2L",1378287,0.557162658139979,0.00357109478792
"403","2L",1378309,0.0625755168698047,1.15546003853285e-18
"404","2L",1378318,0.620596055599174,0.278040817263241
"405","2L",1383084,0.376543526411447,0.00705557451761502
"406","2L",1389653,0.174301915861234,0.821725708240941
"407","2L",1389780,0.000555778391654765,1.75761698158109e-15
"408","2L",1389800,0.00231491134204687,0.0158323400697875
"409","2L",1395927,0.000481691735470313,0.0135003389752193
"410","2L",1400076,0.206679367118346,0.281799100048817
"411","2L",1401058,0.182634380262627,0.00673868338828808
"412","2L",1401103,0.302554376132739,0.151737193049935
"413","2L",1405293,0.0483914154345633,0.0900370290966433
"414","2L",1406199,0.552060467590102,0.88265821983086
"415","2L",1406219,0.220999898746957,0.369969196634364
"416","2L",1407746,0.00509352482727958,0.427403447141535
"417","2L",1408147,0.772372134349342,0.00148327043730751
"418","2L",1408221,0.104099183336124,0.140358302478352
"419","2L",1410240,0.632068595252595,0.161363094006584
"420","2L",1410449,0.0215803171115881,0.00130986342271874
"421","2L",1411315,0.712017936104143,7.40154697305274e-05
"422","2L",1411335,3.07026583668383e-05,0.0870480405425914
"423","2L",1412386,0.191639718177388,0.479340102491291
"424","2L",1412519,0.777418639495613,0.625550047301071
"425","2L",1414074,0.632840291411538,0.351350171654151
"426","2L",1417727,0.0267661480491299,1.75671975412007e-17
"427","2L",1417914,0.190137121963058,1.38386223258507e-24
"428","2L",1418747,0.0547693121682946,0.16614906166069
"429","2L",1419032,0.00126122315845521,0.000183439030553117
"430","2L",1424385,0.829738864658338,3.06631451761729e-08
"431","2L",1428786,0.735745097493273,0.103116379541536
"432","2L",1429648,0.658211695550769,3.21795848557766e-05
"433","2L",1432405,0.117753896834949,0.40396554080426
"434","2L",1432408,0.404905087102247,0.00017533101283887
"435","2L",1432587,0.100012128648307,4.3138093775846e-05
"436","2L",1432610,0.000911819071341964,5.58180776648288e-10
"437","2L",1432875,0.0597461747222923,0.0676729549618094
"438","2L",1432880,0.00695539409471337,0.000103598008362855
"439","2L",1432915,0.203434894524098,0.547557867435788
"440","2L",1435343,0.292441655742853,0.505904929511338
"441","2L",1435622,0.65877470880015,2.15263375050078e-06
"442","2L",1435874,0.294074868799576,0.0636143943411259
"443","2L",1436221,0.0695237380497346,0.000843691177927452
"444","2L",1436329,0.508599261215688,0.0260804894303208
"445","2L",1436898,0.0124932583763324,0.732118348863475
"446","2L",1436937,0.0608856629916064,3.57820461656078e-05
"447","2L",1437584,0.0265718058058515,0.0613887596093666
"448","2L",1438184,0.858670170941466,0.192255451301238
"449","2L",1438853,0.154852522963989,3.05575627691979e-05
"450","2L",1438907,0.136504616942718,0.452215912414069
"451","2L",1440991,0.00144133363125363,0.353741818148585
"452","2L",1443423,0.147946103127509,2.84396152388052e-10
"453","2L",1443755,0.302985138602447,0.816817476047872
"454","2L",1444349,0.0896503607703051,0.362177139160716
"455","2L",1444659,0.00430597784432653,0.00122717775588355
"456","2L",1444792,0.127956114336999,0.0549058871198937
"457","2L",1444839,0.0707349936868025,0.0779697086080159
"458","2L",1446166,0.00359336742870527,0.861315567652372
"459","2L",1446200,0.111551006250983,1.89993139312246e-23
"460","2L",1446578,6.53111434186425e-06,0.000669474770847762
"461","2L",1447665,0.211310867352857,0.000405164257448502
"462","2L",1448113,0.00546231968767394,0.560785135413715
"463","2L",1448908,0.020485893897065,0.0722052124753572
"464","2L",1449147,0.0755133809393719,0.0328974209705435
"465","2L",1449601,0.571086730020403,0.837168288391256
"466","2L",1449840,0.0135433717076231,0.283632603561292
"467","2L",1450091,0.610330142521162,0.0644941496703512
"468","2L",1450105,0.359798158507059,0.0212341938304539
"469","2L",1451029,0.651630025136308,0.627139917467075
"470","2L",1451295,0.200494547458264,0.0771449892780842
"471","2L",1451337,0.286644311622796,0.128882953265633
"472","2L",1451377,2.44052264046389e-06,3.73838845528195e-05
"473","2L",1451457,0.115531157480777,9.85999297178148e-05
"474","2L",1451469,0.0670772118668078,0.409060074717509
"475","2L",1451515,0.0350433867285737,1.25826699725111e-10
"476","2L",1452001,0.139562326352401,0.013569479178831
"477","2L",1452190,0.513124979013206,1.51581338075079e-06
"478","2L",1452427,0.00036199223856482,6.48364853236675e-07
"479","2L",1454805,9.16093505762864e-07,2.52099928796972e-07
"480","2L",1455269,0.10222992231128,0.0170788210499086
"481","2L",1456249,0.0023324720284125,7.71248621092162e-10
"482","2L",1460973,0.884254648359204,0.602613723136967
"483","2L",1465955,0.00026661718286809,2.63781311919789e-08
"484","2L",1465974,0.0195620541074801,0.216519566116159
"485","2L",1466288,0.00157789270597443,0.956951050985172
"486","2L",1466360,0.0243513857755799,0.100237769946963
"487","2L",1468520,0.553473249851485,5.66012855145201e-06
"488","2L",1468646,0.00359303171097019,0.000216627618513158
"489","2L",1468749,0.355140658078195,0.0527949776860576
"490","2L",1472016,0.378773228756035,0.579186148035072
"491","2L",1472189,0.65438637482305,0.00425804979263608
"492","2L",1472223,0.0896535015960598,0.00477713017750841
"493","2L",1472257,0.735925723570593,0.0164753541588847
"494","2L",1472678,0.00700490932230553,0.408646390883713
"495","2L",1472784,0.0402933202928023,0.699659617364978
"496","2L",1472863,0.0389744087711352,0.739714117459012
"497","2L",1474651,0.0474335841242646,0.0383697501444951
"498","2L",1474797,0.924581269187345,6.18624542433426e-05
"499","2L",1475552,0.0136149660681987,0.135142177773551
"500","2L",1479097,0.729913366346911,6.23278882431179e-06
"501","2L",1479099,0.226329199874774,0.189596667406479
"502","2L",1480028,0.655324041088224,0.00161603113883505
"503","2L",1480033,0.579628744421584,0.000161406095989738
"504","2L",1488468,0.113014611166906,0.87564143862523
"505","2L",1488647,0.875502693116894,0.257204915982316
"506","2L",1490248,0.691683482504693,0.0263382370955014
"507","2L",1490273,0.361448152544634,0.0221781993917721
"508","2L",1491111,0.0111769310499302,0.00647550040519006
"509","2L",1491115,0.00326434153757682,5.45990402374223e-05
"510","2L",1506048,0.152594122624701,0.0120919255854176
"511","2L",1506236,0.302783018305182,0.311628789954402
"512","2L",1506247,0.000302723602628253,1.82699320317253e-05
"513","2L",1507310,0.495361715650431,0.0477573213929329
"514","2L",1511838,0.409991207484048,7.66907892002183e-05
