"","DATA.Chr","DATA.Pos","lat.pval","long.pval","nFlies.pval"
"107","2L",665633,0.548478439428535,0.0265092513096448,0.609480267691783
"108","2L",665679,0.101343531817478,0.00483519456588895,0.023712640804522
"109","2L",666263,0.0155176500895653,0.0453517365069221,0.995247868781464
"110","2L",667284,0.0126071941872794,2.83824528538875e-05,0.467242396728777
"111","2L",667291,0.119514152250576,1.54881003094851e-05,0.659334018567601
"112","2L",667728,0.0413559197725072,0.00049908981185369,0.109378940627366
"113","2L",667762,0.00534576407664878,0.00521952985015067,0.481052375703085
"114","2L",670666,0.0228286628017471,0.0817340097765573,0.142835930570048
"115","2L",670712,0.619899068178863,0.458308584159113,0.874794406413762
"116","2L",678066,0.389771998153103,0.000512819977277993,0.709187868835224
"117","2L",679245,1.52209066451502e-08,8.83602765754498e-08,0.00161120097436034
"118","2L",681106,0.230776718617589,0.389265147402603,0.163611516917249
"119","2L",683707,0.0884694690525254,0.0512930741118596,0.100356101181964
"120","2L",698487,0.323619956298585,0.981485920700092,0.792774528783139
"121","2L",699925,0.000697303976247417,0.00155278028868196,0.762135663889844
"122","2L",700787,0.0147826610433204,0.723706009106592,0.349054154248837
"123","2L",701864,0.209309594662512,0.589402831688944,0.414392363217877
"124","2L",703959,0.025029483299203,0.418594505278139,0.877761317624522
"125","2L",704089,0.000662690108184064,1.07329872562298e-05,0.172733263187969
"126","2L",704166,0.448092479893154,0.0200541825658376,0.822724614037122
"127","2L",705007,0.904448787560743,0.174719346521112,0.830293339779943
"128","2L",705782,0.410898030439025,0.421066255845773,0.337806184326249
"129","2L",705792,0.937197601404864,1.79791129501005e-05,0.638513100597511
"130","2L",709729,0.0174947788516069,0.0547427391962859,0.270526184958905
"131","2L",716166,0.00175343067224881,6.38425584810469e-05,0.0663318861238944
"132","2L",716246,0.483078733789804,6.73174556328991e-05,0.298746743831689
"133","2L",716281,0.886535682614308,0.218559158590628,0.830693334746855
"134","2L",716356,0.00447538127424034,0.00266687996470008,0.809911736638096
"135","2L",716435,0.28437295480336,1.05600663105324e-08,0.199930600458108
"136","2L",716551,0.988226780914199,0.482352920767314,0.987964170475596
"137","2L",716679,0.308463723930779,0.420168759884577,0.934450341372943
"138","2L",717171,0.0805004841761248,0.000684355961233352,0.392936058947545
"139","2L",717228,0.542760887730436,0.877733107520655,0.838286536844443
"140","2L",717887,0.572164473181039,0.508319544106887,0.309544030382767
"141","2L",719418,0.628391881665293,0.000226251231084881,0.200063576896243
"142","2L",724817,0.898866230597997,0.0567823302724464,0.54221127229205
"143","2L",724877,0.846508079588054,0.000783583137612717,0.560583904446321
"144","2L",730690,0.0154049834435123,0.875597015469331,0.689731126041306
"145","2L",733931,0.00581335454467088,0.00131367286094851,0.567988999002114
"146","2L",733990,0.0374004500577817,0.00446750704540666,0.219571116265626
"147","2L",734091,0.0173627363617782,0.00112199567270105,0.142355571615778
"148","2L",744385,0.65449714191214,2.31383963228879e-08,0.0816759253901522
"149","2L",747313,0.715045372225459,0.446916234932732,0.333743991551529
"150","2L",751162,0.00582929466262167,9.09999050243104e-10,0.738183911600766
"151","2L",762173,0.555520712701962,0.348815123777785,0.59713255701029
"152","2L",763388,0.832040269521737,0.00278921447172293,0.871673768782175
"153","2L",766359,0.163517049627024,1.76065012596574e-11,0.0696433753209081
"154","2L",770261,0.912765751579243,0.0343725653456464,0.508081125679877
"155","2L",772370,0.00413141816141393,0.00393446711692357,0.876291939675741
"156","2L",776378,0.191971877286954,0.0158659093072055,0.422544248721656
"157","2L",776628,0.0663281568831277,0.764367519532502,0.330466043245913
"158","2L",778802,0.0125010741319839,0.0919441183394691,0.663116230942174
"159","2L",780479,0.538722290507284,0.0334124863647038,0.90687400166318
"160","2L",788710,0.78590768130718,0.00540142572252798,0.921206738534922
"161","2L",788769,0.945317226167043,3.79486236446293e-10,0.377181696506374
"162","2L",799397,0.72078302975805,0.110682480529766,0.694297155031423
"163","2L",800098,0.110571318114445,7.86327967459993e-18,0.625982729962141
"164","2L",800108,0.502275766601477,0.0217123215977466,0.565376017482628
"165","2L",800273,0.170196670952016,0.00561913967405004,0.307131098995402
"166","2L",800338,0.500200474579166,0.030067678356667,0.700560646902563
"167","2L",802501,0.595420544734845,0.241280084677309,0.10254924927366
"168","2L",804017,0.00127137988786568,0.00029525429827499,0.248971285638836
"169","2L",807772,0.659813808733339,0.711800210483997,0.812563867808548
"170","2L",807847,7.87326915283525e-05,0.000551603761736592,0.196608439649827
"171","2L",808048,0.497801850907444,0.395153686673647,0.987482779230324
"172","2L",809642,0.362890384791416,0.765472093449289,0.397711931690666
"173","2L",811352,1.3886914645223e-07,4.40227093701433e-07,0.506540730011667
"174","2L",833243,0.472418042386902,0.189334435770868,0.131131126263854
"175","2L",833269,0.0492230428523404,3.7813869177696e-05,0.188858511082233
"176","2L",833764,0.587200053768097,1.55023711390474e-08,0.322286141431271
"177","2L",843684,0.0019145754893387,0.0499676081872367,0.000860799061117795
"178","2L",846608,0.255462817060498,3.65076049192558e-10,0.564884165527437
"179","2L",859079,0.821790511034462,1.10382239366656e-06,0.835606341510915
"180","2L",859994,0.00511679814803108,0.0135842519075304,0.443314891628217
"181","2L",867225,0.705902002378727,0.0633701629052526,0.52307643699797
"182","2L",867236,0.0561554959504963,6.03607005151461e-08,0.872172900867946
"183","2L",889953,0.115135403730364,0.133546738117696,0.965979527526309
"184","2L",890949,0.0827898471937824,0.693603958201231,0.0732251436058458
"185","2L",892892,0.00396630726927581,3.17957442014582e-05,0.613124089255596
"186","2L",895508,0.204246442284142,0.0158888200165037,0.737901477118583
"187","2L",897746,0.29485354592953,0.877070841881934,0.808670578250741
"188","2L",897831,0.145493823457312,0.109335656477757,0.447783945283876
"189","2L",897855,0.306561805854384,0.593036999756718,0.699345995341199
"190","2L",897861,0.43918071112051,0.575590049105671,0.813751279814119
"191","2L",897947,0.309503959515627,0.337782806889149,0.00155725340390196
"192","2L",909297,0.284739027182042,1.17545157080647e-08,0.114506567084664
"193","2L",913267,0.858547253569749,0.370707449420027,0.540828225542079
"194","2L",913309,0.098898416104162,0.993159505053324,0.855470636732009
"195","2L",913757,0.127797382657866,0.618877757123485,0.63498705331988
"196","2L",913825,0.97964791210486,0.03366489926284,0.822539737446256
"197","2L",914326,0.000593924652048699,3.93159265037163e-05,0.768110816040034
"198","2L",917741,0.704979094884875,0.224059617473503,0.88984118870864
"199","2L",920561,0.0968775286235564,0.000518658848425069,0.591954322093361
"200","2L",921710,0.130164224238224,2.72608678366327e-12,0.925040799507303
"201","2L",922622,0.403757690752177,0.0147225672812294,0.303542913502023
"202","2L",924435,3.04305111335122e-05,0.00163778787739774,0.508425297338247
"203","2L",924856,1.56474846663182e-08,1.17699771594733e-07,0.131858384874741
"204","2L",924875,7.95938610716532e-07,2.06830535922737e-08,0.900615216503532
"205","2L",924998,0.458507531599601,0.535174804733417,0.252152156703991
"206","2L",926162,0.0296179824324637,0.055929951180527,0.937717157506107
"207","2L",926320,0.0499961476257777,0.148418565186738,0.791966139913461
"208","2L",927066,0.0333330903912374,0.00101740289050882,0.687393720083648
"209","2L",933490,0.474494701415502,0.62647416914306,0.197499164845195
"210","2L",935347,0.524363500415365,0.924741984380451,0.385768690177563
"211","2L",937145,0.776170306283245,0.706819449803811,0.936448498811629
"212","2L",937154,0.11561903534781,0.72861083568168,0.0547146954908194
"213","2L",938079,0.0063810234604242,0.0185860656510917,0.16692545151066
"214","2L",939146,0.371680221284213,0.105315267402505,0.732958355505987
"215","2L",939164,0.0018057465588168,0.000832091973173737,0.298152768106821
"216","2L",945595,0.00487672808220747,0.000183971447220955,0.625957866133896
"217","2L",946204,0.543108652949709,0.000698967267236078,0.200674793286795
"218","2L",946261,0.867371977335868,0.49344007345027,0.377350128195444
"219","2L",949605,0.465567208503123,0.173829538319115,0.458581541055246
"220","2L",950897,0.399493512369534,0.63576353696583,0.440401010145553
"221","2L",959534,0.0351394285483546,9.45201606975277e-19,0.717620167023452
"222","2L",959543,0.300886890232718,0.704019025536878,0.533240092028287
"223","2L",959553,0.108489815776003,0.473666600755472,0.770943277644162
"224","2L",962357,0.615436637418462,0.736360219987021,0.93313547193419
"225","2L",964007,0.0555790598984431,1.60959706174244e-05,0.356097729584098
"226","2L",964051,2.24148927232669e-05,2.44605789088885e-13,0.704659249586385
"227","2L",964231,0.647468186893349,1.12519008960242e-06,0.281467194739177
"228","2L",964286,2.47680356270426e-05,5.72270213975319e-08,0.114943941337143
"229","2L",964766,0.000697348231407697,0.00108559562337683,0.0322975059674057
"230","2L",967062,4.74272210252467e-08,1.43219591238534e-36,0.72960680501976
"231","2L",967101,0.13525281663478,0.19354348641206,0.116939858950787
"232","2L",968249,0.882461421712867,0.040737723667251,0.00145278616685358
"233","2L",968495,1.42040356856636e-08,1.17495664976779e-06,0.0117516442454157
"234","2L",973099,0.924022468591718,0.0276834338896054,0.50371984665812
"235","2L",974885,0.111880796577341,1.05529131556158e-32,0.0158073515710434
"236","2L",976833,0.64160943241285,0.0672529590234694,0.970483823633188
"237","2L",989225,0.132249712894182,0.301088291987671,0.868446751707263
"238","2L",1006077,0.334858492797577,0.31381792443297,0.375739022168671
"239","2L",1006617,0.181003425308899,0.0523797530117147,0.343443893626431
"240","2L",1006665,0.0586962546589911,0.0122708588628786,0.400377106093486
"241","2L",1007105,0.01426381152953,0.085873296892965,0.180526611075626
"242","2L",1018675,1.64328652918382e-05,0.823704023318427,0.950898670171233
"243","2L",1018914,0.510403864970973,0.000163582858842335,0.377535009102337
"244","2L",1018952,0.25810954341482,1.91413842622999e-10,0.752097066175358
"245","2L",1019359,0.0171496179735965,8.91278643179718e-07,0.783128081261107
"246","2L",1019367,1.94912829115199e-09,2.63619799607657e-09,0.0112898706707107
"247","2L",1020853,0.945102311097945,0.0472777334974424,0.83778470017403
"248","2L",1021668,0.000974569088555196,0.184539038477827,0.554455228144971
"249","2L",1021709,0.869835262226413,0.0360668023091272,0.0693621046413567
"250","2L",1025675,0.439949792010231,0.0317957031362059,0.0667908788259472
"251","2L",1027818,0.262280831039462,1.09648754925431e-16,0.0294525063933926
"252","2L",1027855,0.029141852617758,0.0742232207383774,0.636731676171225
"253","2L",1028079,0.0885234803382535,0.108713481941317,0.680911510203235
"254","2L",1043811,0.159566716682328,6.19164780950045e-09,0.218164201910539
"255","2L",1043816,0.635587641558001,0.00519462941839377,0.0256716153349588
"256","2L",1045581,0.583141829315035,2.1528996805017e-16,0.46620164513557
"257","2L",1045905,0.938346202223561,0.252525025825409,0.952694343746055
"258","2L",1047430,6.28818192780718e-09,2.26306371523139e-09,0.0953774914531036
"259","2L",1059880,0.485247162230742,0.284346543808956,0.795816950973449
"260","2L",1066876,0.324323391071982,0.917241622811585,0.817639692524035
"261","2L",1068609,0.090397262978911,0.0816064189890168,0.025854090273146
"262","2L",1071813,0.13827530801829,0.0883288322974051,0.585512390639737
"263","2L",1071907,0.455682858162478,0.0205508996159659,0.670060224609552
"264","2L",1072071,0.137748788070241,0.0885230088408813,0.499759551071413
"265","2L",1074535,4.48573398344021e-10,1.78924142664798e-07,0.797714079461113
"266","2L",1077622,0.521664655691912,0.0924443735388808,0.103736399040503
"267","2L",1089988,0.5528702065563,0.747413884003655,0.044539795159837
"268","2L",1090402,0.00514793476245816,0.618945275194668,0.169989202830902
"269","2L",1092172,0.778552515313373,0.000143942560501386,0.773429862628559
"270","2L",1092899,0.272659021327711,0.244862703498887,0.00204440515075026
"271","2L",1093421,0.513168153491444,0.348602740055451,0.12352335704876
"272","2L",1094528,0.0146048943604549,7.56873534334754e-09,0.820500525212447
"273","2L",1095276,0.143546709238443,0.0392944139674695,0.440434718714767
"274","2L",1095288,0.00166375646761259,1.46323892925854e-13,0.612565367318371
"275","2L",1099320,0.667515631404807,0.0339980754158072,0.877525004175869
"276","2L",1116851,0.783159705780058,0.795303282399898,0.908024640414157
"277","2L",1116855,0.906555887378645,0.457785126122104,0.896458385273936
"278","2L",1116863,0.274803346536375,0.00570070685915346,0.0115001547291931
"279","2L",1116892,0.262860193857729,0.452060503881229,0.807988564860218
"280","2L",1118823,0.0465322437759599,7.52518322932093e-08,0.130540547664145
"281","2L",1119150,0.989512075709699,0.94092971532229,0.192928509281444
"282","2L",1120636,0.425420383733147,0.0841442818746087,0.377238925526279
"283","2L",1129286,0.336305636675921,9.54016449742987e-08,0.553244975224812
"284","2L",1157959,0.053555086449,0.974113828532842,0.0510953434649367
"285","2L",1177278,0.0439826926838984,0.0049227520709883,0.268710292886372
"286","2L",1194202,0.311010841243379,0.00106196181531202,0.437058853793231
"287","2L",1207681,0.226560940372441,1.84922407245709e-06,0.138993809370309
"288","2L",1210735,0.791480356690205,0.0667782253789002,0.206927318245685
"289","2L",1210901,0.0782743606044078,0.0327358748314371,0.150317202763433
"290","2L",1211247,0.929052408746017,0.321097115933243,0.0321928612390731
"291","2L",1213367,0.912865075720661,0.281906578610206,0.153712813749244
"292","2L",1213389,0.0327377234886293,0.383933334402304,0.867522051948344
"293","2L",1214932,0.802126728664571,0.270227564262272,0.51163902533276
"294","2L",1218336,0.0588826723821141,1.68747926106457e-09,0.985066159717497
"295","2L",1230115,0.0012835793723218,8.06394008438763e-11,0.772796586314053
"296","2L",1231425,0.62446945275861,2.79738690104129e-07,0.480017993985887
"297","2L",1231441,0.249481891917542,0.000113276791136864,0.88096258582553
"298","2L",1231820,0.80977247024568,1.63541469778551e-08,0.973701709306814
"299","2L",1232262,0.282127068366269,0.0869455595752924,0.52746315020849
"300","2L",1233109,0.295684143143962,0.835523533635171,0.169049487366529
"301","2L",1233303,0.176759920147486,0.874224268389026,0.943670670821547
"302","2L",1234244,0.00700319346756301,0.797813066469471,0.665780348517913
"303","2L",1234861,0.00550149680278177,4.13359037881981e-12,0.910668185582502
"304","2L",1234944,0.389502746300374,0.190593271658005,0.900855346895425
"305","2L",1235790,0.820010951676402,0.000899053744407536,0.09711749114951
"306","2L",1245075,0.553580953506537,0.987117028447816,0.911766029394665
"307","2L",1245107,0.337294450276259,0.271472225809885,0.760296912805476
"308","2L",1246067,0.0486362318001958,0.988972322826188,0.670172994773438
"309","2L",1246138,0.675821054352013,0.711924046472594,0.389324501289533
"310","2L",1247926,0.0452490495264443,5.62109690256576e-14,0.76602924042607
"311","2L",1250565,0.418290127058587,0.0832645956807558,0.882312296975129
"312","2L",1251182,0.0265791024619073,0.973317254243627,0.235986503862117
"313","2L",1251187,0.871359725271372,0.00316389293461517,0.494071630772172
"314","2L",1251969,0.0616468663506441,5.00666355660533e-12,0.531151327800933
"315","2L",1254744,0.211137031297773,3.869974053899e-10,0.256617763992427
"316","2L",1255299,0.562787506183763,0.155703208512298,0.940761599115469
"317","2L",1255409,0.116532157377749,0.264410065456348,0.952694343746055
"318","2L",1257976,2.78518233303006e-05,3.02504600348693e-08,0.8564112447248
"319","2L",1258110,0.00110860103406026,0.00121432647172289,0.971140270048542
"320","2L",1259637,0.40897073050365,0.785075920792744,0.228349567663612
"321","2L",1260483,0.32066526091028,1.27659228557811e-05,0.799240167226178
"322","2L",1263189,0.0204406529975222,0.227018111962317,0.855904220315308
"323","2L",1263353,0.00190419402414063,0.000104230992554874,0.135474001128865
"324","2L",1263942,0.518487330390296,0.0677691260358853,0.91285793838719
"325","2L",1264087,0.493232244142532,0.000367139506153554,0.848679487428746
"326","2L",1264823,0.535329091807365,0.0240298243606264,0.102552603614799
"327","2L",1269726,0.000386916389577843,4.23354260315584e-07,0.533637936916063
"328","2L",1274172,0.628396286842593,0.0324828897835241,0.194744998001436
"329","2L",1275008,0.809176707151962,0.302742664386961,0.933461524433254
"330","2L",1275039,0.0168130728824535,0.000557749915792147,0.812122606257545
"331","2L",1280610,0.663158396463033,0.000754356724351772,0.0160431747969653
"332","2L",1285767,0.697670732224708,0.718867413109274,0.927565282661892
"333","2L",1285790,0.332713125789689,0.986051222303504,0.921279167507679
"334","2L",1292082,0.000308864154614611,3.05130578369325e-06,0.497911114764772
"335","2L",1296034,7.01760731576223e-06,3.24972421595744e-14,0.0805910915331994
"336","2L",1297137,0.612271994254065,0.11469110696337,0.583191971130309
"337","2L",1298012,0.230565937102516,0.576998463700993,0.808235687917783
"338","2L",1298791,0.0187535483166104,0.00261474492966785,0.632868513851275
"339","2L",1306322,2.56656161137776e-07,5.66700743996551e-05,0.0118146015634077
"340","2L",1306906,0.422963951999258,0.00411235017245209,0.974830802277082
"341","2L",1306924,0.0646227642395583,0.00549416739935046,0.428767796950269
"342","2L",1307455,0.00222163191006782,0.00202210836335314,0.261818125473865
"343","2L",1307564,1.60502632901467e-10,1.23569998712663e-12,0.520610794065121
"344","2L",1307942,0.139398382308658,0.0250051419062112,0.465403662263908
"345","2L",1308047,0.0434720659400673,1.40022328294623e-17,0.840490750230699
"346","2L",1308914,0.208836694045578,0.656180378945894,0.622218709256209
"347","2L",1309624,0.905657560545635,0.240739026536415,0.71047524401389
"348","2L",1309633,0.00607147333861661,1.49195548036831e-07,0.678216313290884
"349","2L",1312662,0.222164082762325,3.01849723769696e-10,0.036586828185014
"350","2L",1313565,0.637363446046298,0.209045981752949,0.919453998141895
"351","2L",1313690,0.00304368526362806,0.574585570146739,0.948419561224572
"352","2L",1315272,0.991862030419013,0.76698919134816,0.985860960320921
"353","2L",1316659,0.000382016022911334,4.39871121557552e-13,0.730556418133474
"354","2L",1316665,0.00147555150695944,0.000194641811891992,0.0727295411673704
"355","2L",1316746,0.836562658856508,0.374207943243361,0.892793039773748
"356","2L",1317014,0.590674257453821,0.51246489088635,0.907222303873441
"357","2L",1318312,0.0110450592117023,0.115833639056801,0.0313053075734731
"358","2L",1319734,0.393837258008417,0.275645804165378,0.907900937270971
"359","2L",1321054,1.51443924208757e-05,0.50153148165508,0.690883717595117
"360","2L",1321446,0.418191795729579,0.335195546713153,0.779271082866278
"361","2L",1322889,0.669691360653103,0.0339018011231344,0.966206605518907
"362","2L",1322981,0.316873614366676,0.000972106715823042,0.203855685066838
"363","2L",1323487,0.0216760578616095,0.845683397542855,0.914851120852776
"364","2L",1328527,0.0218912156513554,0.346580479974273,0.887050915793323
"365","2L",1328582,0.261199302916357,0.492648306533667,0.0991648003553518
"366","2L",1331264,0.55726248052487,0.000491677382861766,0.204097206370421
"367","2L",1331467,0.833984091764298,0.706530878662353,0.900897364009817
"368","2L",1332073,0.755125177829195,0.479364475844404,0.886311633905314
"369","2L",1333287,1.46674406272584e-05,4.39857554086314e-08,0.846470081284535
"370","2L",1335871,0.0805587250757634,0.000187841238049979,0.309043285329576
"371","2L",1336874,0.353069895777478,0.913371207548808,0.520237852098189
"372","2L",1336924,0.0616184706785793,0.988296809162164,0.707703633959986
"373","2L",1341834,6.80454197833954e-10,2.55694143163289e-07,0.0523625366360942
"374","2L",1342567,0.267196693687776,0.0517635375928524,0.820227083873671
"375","2L",1343668,0.000251138698983699,0.645769611715157,0.747976429326262
"376","2L",1346375,0.367650340142844,2.6568607204167e-17,0.998166161002451
"377","2L",1346432,0.944290688020506,0.0703432120356018,0.686790085691105
"378","2L",1346449,0.00413814709238247,0.00180977686713085,0.972403164846101
"379","2L",1346497,3.80931520462504e-06,4.09884033469211e-08,0.752845257637816
"380","2L",1348186,0.216154484639193,0.0115553279743207,0.459409185662256
"381","2L",1349697,0.4971957061286,0.999832445832911,0.372405790595225
"382","2L",1350240,0.229524350916774,0.0611340467216955,0.579101332977899
"383","2L",1356324,0.237996265550465,1.51506880466865e-07,0.815739477250014
"384","2L",1356715,0.284426743197922,0.595659448498288,0.657259179987559
"385","2L",1357038,0.533443401644849,0.0127350546207862,0.851175480604173
"386","2L",1358090,0.679561032859719,0.0598490399924251,0.569550155242881
"387","2L",1358685,7.50517481048589e-08,1.6870879683902e-08,0.228681167705127
"388","2L",1362731,0.200161242450195,0.0466102364874188,0.919729967127705
"389","2L",1362783,0.0107964987871649,0.029756836912667,0.793348245121662
"390","2L",1362789,0.00054555940548739,0.288777586920535,0.757809973917986
"391","2L",1364609,0.278490118138652,0.610496769311355,5.17543307066604e-05
"392","2L",1366113,0.575903576993986,0.890856408669163,0.416411399467997
"393","2L",1366593,0.0352887413383193,1.45077096026644e-07,0.993311785490844
"394","2L",1366607,0.249215372255812,0.0014611787391956,0.133562092233803
"395","2L",1366691,0.00162098650947103,4.86598029097625e-16,0.731419059619133
"396","2L",1369220,0.151865040685075,0.0576335137421996,0.787378694286626
"397","2L",1370914,0.739074235425699,9.44686071739477e-06,0.863853566409883
