"","DATA.Chr","DATA.Pos","adjusted.p.values"
"85","2L",494001,0.122039441952419
"86","2L",498835,0.613006063344535
"87","2L",501789,0.62338655575971
"88","2L",504683,0.922340331212575
"89","2L",505628,0.943814503967347
"90","2L",506989,0.941429895507298
"91","2L",510376,0.577315571780324
"92","2L",511634,0.265961166271635
"93","2L",514851,0.715039662024672
"94","2L",515666,0.245217802352968
"95","2L",518158,0.0823731765392405
"96","2L",518891,0.687009277982772
"97","2L",526014,0.33355133874378
"98","2L",541972,0.00531508972872443
"99","2L",551044,0.955526595056307
"100","2L",553155,0.766648052198908
"101","2L",560372,0.590590723384229
"102","2L",568456,4.31772407459101e-08
"103","2L",572993,0.877214394766878
"104","2L",575912,0.0854958415272572
"105","2L",575921,0.203784446078618
"106","2L",580247,0.854874527298014
"107","2L",581295,0.270794774245566
"108","2L",582054,0.553889583717615
"109","2L",583984,0.00429262753940472
"110","2L",588821,0.138509178188762
"111","2L",589939,0.989746543288688
"112","2L",590850,0.314729557322041
"113","2L",600117,0.412703751345286
"114","2L",603201,0.125373813329044
"115","2L",606082,0.810016229971634
"116","2L",606585,0.282859260632945
"117","2L",607429,0.748063610765836
"118","2L",611233,0.29330445109861
"119","2L",637432,0.622873516837253
"120","2L",646500,0.704331314988629
"121","2L",647642,0.977598862504179
"122","2L",649004,0.109364749540333
"123","2L",649399,0.699139202409276
"124","2L",652048,0.438582423063038
"125","2L",654145,0.777368249206209
"126","2L",659392,0.161770929755539
"127","2L",663983,0.980311680657159
"128","2L",665365,0.697140889687375
"129","2L",665410,0.863434758945353
"130","2L",667269,0.0740566078707352
"131","2L",668922,0.599655664383376
"132","2L",670267,0.942462638886401
"133","2L",671498,0.477201731390271
"134","2L",673398,0.886556469504234
"135","2L",679157,0.502137672600938
"136","2L",679701,1.08774450858762e-06
"137","2L",680272,0.880177240316712
"138","2L",683695,0.342684295525548
"139","2L",684473,0.893540524742454
"140","2L",686211,0.580763146128943
"141","2L",697718,0.384266745582481
"142","2L",706615,0.185844576883824
"143","2L",708179,0.0424379977046971
"144","2L",709803,0.496663059283714
"145","2L",715789,0.187425613040707
"146","2L",717866,0.0883022679591533
"147","2L",726121,0.605664199931075
"148","2L",726701,0.931294478420465
"149","2L",732502,0.729260593820783
"150","2L",733168,0.811864576996812
"151","2L",736048,0.0139634411205814
"152","2L",736446,0.153641295914699
"153","2L",736608,0.695251058388512
"154","2L",740706,0.000950869631229383
"155","2L",745395,0.846898727785353
"156","2L",747580,0.802769864515186
"157","2L",748007,0.751916224801217
"158","2L",749474,0.339206471961767
"159","2L",751091,0.173349253986973
"160","2L",753013,0.985031847659353
"161","2L",754102,0.376447754060494
"162","2L",754669,0.968575149731821
"163","2L",764669,0.128624744719727
"164","2L",769714,0.691316747001679
"165","2L",770228,0.81157594072664
"166","2L",773403,0.14635052037306
"167","2L",776552,0.132698184114894
"168","2L",777851,0.407712429589867
"169","2L",790961,0.015416436070145
"170","2L",791914,0.0201945278908965
"171","2L",792748,0.69915588192844
"172","2L",793044,0.515148273590634
"173","2L",795971,0.879469200898871
"174","2L",798038,0.695952465212354
"175","2L",798775,0.233521481275068
"176","2L",799758,0.868357224464212
"177","2L",801615,0.0552268369893324
"178","2L",804693,0.226581739823106
"179","2L",805196,0.499221292338807
"180","2L",806077,0.995238007426681
"181","2L",809633,0.21062625171454
"182","2L",810021,0.768288123095029
"183","2L",812318,0.0258505825693813
"184","2L",817044,0.957806487686548
"185","2L",818451,0.549713045457781
"186","2L",819878,0.331629809204872
"187","2L",828251,8.13174369460456e-05
"188","2L",829362,0.864043986688795
"189","2L",831094,0.650625707097916
"190","2L",833663,0.652781027632233
"191","2L",838302,0.333207752550236
"192","2L",838339,0.895312834594501
"193","2L",843615,0.248476528574541
"194","2L",846010,0.385659776900115
"195","2L",847164,0.0626510810193116
"196","2L",847840,0.78586247221216
"197","2L",850557,0.191428433185173
"198","2L",851015,0.00200628962045352
"199","2L",852705,0.643328377484584
"200","2L",855706,0.654203263957232
"201","2L",862992,0.521530569442109
"202","2L",865733,0.483483941037693
"203","2L",866019,0.151671474323821
"204","2L",874978,0.535745511476952
"205","2L",892685,0.935428829881684
"206","2L",893637,0.00717274313994694
"207","2L",894895,0.409369041421944
"208","2L",895230,0.27940086801869
"209","2L",905855,0.00683622119932185
"210","2L",907410,0.158370997401066
"211","2L",908147,0.746708850095358
"212","2L",909735,0.926555807211656
"213","2L",913337,0.181248559128676
"214","2L",917625,0.000258445407545339
"215","2L",923381,0.9983555645602
"216","2L",924145,0.564823393147926
"217","2L",925713,0.316030568643134
"218","2L",931991,0.97109381116464
"219","2L",934252,4.93582084730376e-05
"220","2L",939185,0.326907133063072
"221","2L",939459,0.627959853942417
"222","2L",941882,0.116245471513534
"223","2L",944018,0.825003241134974
"224","2L",944291,0.816845719429763
"225","2L",944345,0.86242245949149
"226","2L",946006,0.349771141046474
"227","2L",946656,0.0455852299863106
"228","2L",947070,0.917854360016517
"229","2L",948281,0.600443660047835
"230","2L",949456,0.32297865239977
"231","2L",950616,0.12073159440814
"232","2L",955434,0.00141139632339979
"233","2L",959268,0.689136217319422
"234","2L",959296,0.0207044213406977
"235","2L",961962,0.988596856449627
"236","2L",962118,0.0102713285794788
"237","2L",962912,0.765927233021026
"238","2L",968934,0.695889552362498
"239","2L",973756,0.388338721549499
"240","2L",974864,0.147781113925364
"241","2L",976558,0.00167109082784534
"242","2L",976865,0.417547119940578
"243","2L",985043,0.178807022501885
"244","2L",987546,0.131893334818718
"245","2L",987857,0.821910534287097
"246","2L",990752,0.976031215009822
"247","2L",991244,0.482736606900858
"248","2L",993032,0.620863988521123
"249","2L",993055,0.803147845354711
"250","2L",1006785,0.864715131658399
"251","2L",1006870,0.951062083770155
"252","2L",1007147,0.214346212388542
"253","2L",1008200,0.672077576353023
"254","2L",1009378,0.268740612820412
"255","2L",1013536,0.372352212996307
"256","2L",1020303,0.747457136484683
"257","2L",1021549,0.459002514815731
"258","2L",1025504,0.506019693842486
"259","2L",1028396,8.54615399623793e-07
"260","2L",1028530,0.870714813441686
"261","2L",1028879,0.435905099640184
"262","2L",1029192,0.078291043831824
"263","2L",1029743,0.29464301639823
"264","2L",1030950,0.25623910048936
"265","2L",1031582,0.60654675593536
"266","2L",1033672,0.908127156890908
"267","2L",1037126,0.489847708320327
"268","2L",1038991,0.978726837101401
"269","2L",1043815,0.806252960580659
"270","2L",1046765,0.769829505400705
"271","2L",1057409,0.732859865280061
"272","2L",1058038,0.784533012985258
"273","2L",1058843,0.787879649333999
"274","2L",1060342,0.970468931997192
"275","2L",1062342,0.860647228577433
"276","2L",1063557,5.80688635614557e-19
"277","2L",1066862,0.832998726307629
"278","2L",1067098,0.881036286739811
"279","2L",1067828,0.979451815491224
"280","2L",1069536,1.15890658686032e-05
"281","2L",1071120,0.781457954639274
"282","2L",1072073,0.0880398460326729
"283","2L",1074710,0.735510982071989
"284","2L",1077914,0.782735024065497
"285","2L",1077930,0.846897515929686
"286","2L",1080227,0.784895640110928
"287","2L",1082867,0.802385113776256
"288","2L",1084466,0.240764489468845
"289","2L",1085684,0.818371441794546
"290","2L",1090855,0.816403449555944
"291","2L",1093235,0.883662426328136
"292","2L",1093543,0.517323148124746
"293","2L",1098861,0.0906449178305198
"294","2L",1102589,0.394220089028719
"295","2L",1102813,0.000687805593520312
"296","2L",1108265,0.99696369157643
"297","2L",1110797,0.000142711888118627
"298","2L",1115259,0.234585461296401
"299","2L",1116848,0.443677981199956
"300","2L",1119150,0.163905418925807
"301","2L",1119421,0.773672308814764
"302","2L",1119466,0.808042236048296
"303","2L",1121600,0.668491861451896
"304","2L",1123920,0.742318333598477
"305","2L",1124594,0.00736244271961231
"306","2L",1127605,0.794433023172718
"307","2L",1135698,0.401904311601579
"308","2L",1137201,0.520471662875153
"309","2L",1141066,0.204495214690389
"310","2L",1142710,0.436832107957757
"311","2L",1144587,0.211833055467318
"312","2L",1147347,0.620001316193496
"313","2L",1147389,0.53306464112048
"314","2L",1151141,0.0532238664906076
"315","2L",1156353,0.742133262813813
"316","2L",1158831,0.995749053029644
"317","2L",1160422,0.316671982974788
"318","2L",1163802,0.888812111788962
"319","2L",1170389,0.898263113619682
"320","2L",1177471,0.331703956877132
"321","2L",1187511,0.805990987525501
"322","2L",1190736,0.0254558150592431
"323","2L",1191425,0.88083113202358
"324","2L",1195323,0.446240433902078
"325","2L",1198860,0.688169225740771
"326","2L",1199971,5.8296160316847e-06
"327","2L",1201776,0.00308155123127416
"328","2L",1206496,0.755138541262419
"329","2L",1207131,0.0278549993326189
"330","2L",1211033,0.113899245067909
"331","2L",1211690,0.785688508379131
"332","2L",1213458,0.207117849784986
"333","2L",1213513,0.502472740834974
"334","2L",1216652,0.584772923431138
"335","2L",1227760,0.649738032764152
"336","2L",1228467,0.0010195464061573
"337","2L",1228801,0.732450752119723
"338","2L",1229339,0.935720909517009
"339","2L",1231816,0.863358072220652
"340","2L",1234361,0.0168891281657465
"341","2L",1235334,0.735375915526239
"342","2L",1237509,0.206721426987555
"343","2L",1246024,0.000640461498153992
"344","2L",1248136,0.999995155147812
"345","2L",1252026,0.596445308489967
"346","2L",1252202,0.847662882418183
"347","2L",1254256,0.118106190266305
"348","2L",1254788,0.778872306787798
"349","2L",1258851,0.979425724470204
"350","2L",1260704,0.261197679046971
"351","2L",1262379,0.844584363506023
"352","2L",1264770,0.0851957602177364
"353","2L",1265221,0.0180444589267589
"354","2L",1266632,7.00693227554785e-06
"355","2L",1268652,0.6682801230331
"356","2L",1268912,0.682941832723214
"357","2L",1268933,0.870412995979493
"358","2L",1270165,0.784325786220897
"359","2L",1270383,0.00320226962454562
"360","2L",1270750,0.686401561610031
"361","2L",1275881,0.637061203063511
"362","2L",1278988,0.78153645714085
"363","2L",1283038,0.731430880574589
"364","2L",1286886,0.0232984137227207
"365","2L",1288660,0.282078593150306
"366","2L",1289578,0.244733220078184
"367","2L",1289833,0.137182781992989
"368","2L",1289913,0.22129982911819
"369","2L",1292639,0.577183111456663
"370","2L",1293358,0.7186314999677
"371","2L",1303145,0.831354278430435
"372","2L",1304107,0.776394627422648
"373","2L",1305556,0.0456068422153962
"374","2L",1306735,0.0651024604947152
"375","2L",1309679,0.46454695093052
"376","2L",1309957,0.0528768131329128
"377","2L",1311782,0.331339663162194
"378","2L",1311891,9.32583242007513e-08
"379","2L",1312512,0.993874447867735
"380","2L",1313561,0.277847482629171
"381","2L",1313814,0.809950942033074
"382","2L",1316200,0.432783828356747
"383","2L",1323276,0.765539355981097
"384","2L",1326330,0.345818922586541
"385","2L",1328243,0.837753384185887
"386","2L",1330636,0.254669750755606
"387","2L",1337008,0.177003687703998
"388","2L",1341083,0.162738272112893
"389","2L",1346938,0.80139475274437
"390","2L",1350016,0.490074298818918
"391","2L",1356719,0.00565463332999312
"392","2L",1357519,0.332367860248752
"393","2L",1360084,0.823566420759322
"394","2L",1360701,0.0767650021748847
"395","2L",1366219,0.986771346504678
"396","2L",1369434,0.819757446667778
"397","2L",1371407,0.0231420590901517
"398","2L",1372743,0.283702968946035
"399","2L",1373255,0.602678738720707
"400","2L",1374185,0.0409649100950482
"401","2L",1376623,0.155493678718245
"402","2L",1376850,0.842178029006587
"403","2L",1378642,0.0132868792050875
"404","2L",1379440,0.450671736601555
"405","2L",1384793,0.403217757005234
"406","2L",1385491,0.985598286826175
"407","2L",1395698,0.654495214577206
"408","2L",1396403,0.515654222745902
"409","2L",1398182,0.761397418328795
"410","2L",1401201,0.360093850639132
"411","2L",1404216,0.662613705753628
"412","2L",1406260,0.910102663669108
"413","2L",1406458,2.85246851936966e-05
"414","2L",1407481,0.575154516160513
"415","2L",1410373,0.904731561162667
"416","2L",1412513,0.669040935703387
"417","2L",1414412,0.744910143324411
"418","2L",1417717,0.6047060815863
"419","2L",1418460,0.873304550157633
"420","2L",1420540,0.940534585883291
"421","2L",1420759,0.860692858919388
"422","2L",1422672,0.152164780172891
"423","2L",1424385,0.236901871847035
"424","2L",1426115,0.764488668571954
"425","2L",1430075,0.42434485043804
"426","2L",1431236,0.0223807882456048
"427","2L",1431645,0.0218401317341746
"428","2L",1432039,1.48414148108399e-05
"429","2L",1432574,0.0998459710356579
"430","2L",1432587,0.915741749454115
"431","2L",1432739,0.0408700668826462
"432","2L",1433233,0.587462637127208
"433","2L",1435199,0.0230249492025629
"434","2L",1435264,0.0150713276089795
"435","2L",1435462,0.659699040856168
"436","2L",1436028,0.888700759033493
"437","2L",1437354,0.584229882758481
"438","2L",1437574,6.13942407554673e-07
"439","2L",1440696,0.669033090538482
"440","2L",1440873,0.207781900536719
"441","2L",1443847,0.708515365687053
"442","2L",1446005,0.340603013254399
"443","2L",1447693,0.696437594238771
"444","2L",1449842,0.700538610333632
"445","2L",1450079,0.0187088369126688
"446","2L",1450091,0.899455125605006
"447","2L",1450224,0.00342607207325161
"448","2L",1451638,0.757125755125355
"449","2L",1456445,0.00145991306672191
"450","2L",1462979,0.630880453339251
"451","2L",1466104,0.560495344960115
"452","2L",1469111,0.72327150873292
"453","2L",1475701,0.238580588267033
"454","2L",1481629,0.272471764847251
"455","2L",1481902,0.0138447680707119
"456","2L",1483595,0.556211684436944
"457","2L",1491111,0.956347309533716
"458","2L",1492243,0.509447129923254
"459","2L",1495294,0.012170882106628
"460","2L",1502534,0.837600956263989
"461","2L",1506236,0.941964928440363
"462","2L",1510668,0.42939984220761
"463","2L",1512421,0.950577427277886
"464","2L",1514759,0.665608221443002
"465","2L",1514931,0.735053412670071
"466","2L",1517682,0.708434483377083
"467","2L",1518056,0.745179193847672
"468","2L",1519330,0.744324417588638
"469","2L",1522702,0.812577162219573
"470","2L",1522762,0.878853945380097
"471","2L",1527201,0.712318337823082
"472","2L",1527405,0.942667091702763
"473","2L",1531882,0.16162328394282
"474","2L",1534553,1.23883092951368e-06
"475","2L",1543378,0.605741486118817
"476","2L",1546403,1.14715757795773e-06
"477","2L",1556003,0.0146183660438581
"478","2L",1556859,0.46355777508735
"479","2L",1557018,0.9875415625424
"480","2L",1557061,0.938286748614449
"481","2L",1557956,0.803419050363875
"482","2L",1558883,0.0957001093754477
"483","2L",1561056,0.739041095550901
"484","2L",1563665,0.604901834137681
"485","2L",1564368,0.85301217229949
"486","2L",1567146,0.934451010740332
"487","2L",1568859,0.0112304628497435
"488","2L",1570737,0.419349634902124
"489","2L",1577772,0.781942314461022
"490","2L",1579625,0.00428852477307148
"491","2L",1580582,0.79805530090892
"492","2L",1581983,0.844165079198227
"493","2L",1587422,0.995051796636437
"494","2L",1587837,0.994305440340783
"495","2L",1591577,0.79183562330184
"496","2L",1592478,0.63534654141415
"497","2L",1594266,0.289238395080245
"498","2L",1597755,0.374422855476615
"499","2L",1597839,0.42877106059629
"500","2L",1599345,0.40472924004418
"501","2L",1599484,0.876843850281802
"502","2L",1605945,4.76128724041524e-06
"503","2L",1606498,0.00863345030452386
"504","2L",1610798,0.229517999541209
"505","2L",1613731,0.783477618287307
"506","2L",1614904,0.907141090414234
"507","2L",1621535,0.664496119183315
"508","2L",1622967,0.206730582536624
"509","2L",1623006,0.054239443034367
"510","2L",1624973,0.0252787232080419
"511","2L",1626881,0.215193644563122
"512","2L",1627206,0.589168898100143
"513","2L",1629959,3.11384040276969e-06
"514","2L",1629966,0.0208458102207663
"515","2L",1632265,0.62366087942265
"516","2L",1639218,0.920227144486425
"517","2L",1645389,0.998141610152245
"518","2L",1645441,0.64157721081017
"519","2L",1646682,0.323299527547444
"520","2L",1650320,0.859466465264947
"521","2L",1655337,0.170960704300108
"522","2L",1660786,0.889757885921169
"523","2L",1660971,0.938148461214241
"524","2L",1662332,0.100888992490074
"525","2L",1665056,0.671721095935443
"526","2L",1666101,0.745038364625441
"527","2L",1667379,0.591658804235788
"528","2L",1668340,0.00548092007479485
"529","2L",1668948,0.570915121732028
"530","2L",1669257,0.132813039505397
"531","2L",1676468,0.881400639549545
"532","2L",1677109,0.579160596346785
"533","2L",1677875,0.100536909314006
"534","2L",1687559,0.796685415118871
"535","2L",1689263,0.972752137439068
"536","2L",1691858,0.662785650775921
"537","2L",1702226,0.284596425527397
"538","2L",1705033,0.2217740008637
"539","2L",1709499,0.503148227956311
"540","2L",1711909,0.452470185041557
"541","2L",1716617,0.377541610488796
"542","2L",1717245,0.806628480562485
"543","2L",1717720,0.505165047430489
"544","2L",1721500,5.67559425838969e-06
"545","2L",1729014,0.809162937564755
"546","2L",1729692,0.000201586536950107
"547","2L",1743005,0.00151915621477832
"548","2L",1743808,2.93442766283714e-14
"549","2L",1745457,0.349514304791991
"550","2L",1747215,0.586923211779193
"551","2L",1747710,0.904914742082666
"552","2L",1748902,0.00635679321897706
"553","2L",1749113,0.908824412534301
"554","2L",1755963,0.461633006484413
"555","2L",1757908,0.965840402847914
"556","2L",1764453,0.00650855290136122
"557","2L",1765672,0.000590695035378798
"558","2L",1768467,1.14149115148522e-06
"559","2L",1769774,0.000201969639025952
"560","2L",1770906,0.138363689317402
"561","2L",1772470,0.572016371595353
"562","2L",1772610,0.0032489346287246
"563","2L",1774559,0.584591883798047
"564","2L",1775838,4.10874068064657e-08
"565","2L",1778591,0.484480954558832
"566","2L",1778648,0.763803227724267
"567","2L",1779361,0.520239042855802
"568","2L",1780046,5.28326835780571e-07
"569","2L",1780572,0.310482164691549
"570","2L",1780835,0.453336063044212
"571","2L",1781354,0.853799578675069
"572","2L",1785509,0.726745900740559
"573","2L",1788789,0.687173848626043
"574","2L",1794254,0.00057073120913059
"575","2L",1798419,0.000151712241902618
"576","2L",1798476,0.000635026908576383
"577","2L",1798522,0.00775921373939894
"578","2L",1799640,0.982326721354515
"579","2L",1800819,0.818219378849347
"580","2L",1807495,0.369206846392202
"581","2L",1809031,0.946760416464892
"582","2L",1809595,0.968240929614961
"583","2L",1812244,0.804395735733462
"584","2L",1812898,0.513322051397336
"585","2L",1818493,0.00341078461201247
"586","2L",1818637,0.0347759690688687
"587","2L",1820068,0.696750459723084
"588","2L",1825323,0.789709485909118
"589","2L",1826799,0.873469125682794
"590","2L",1832967,0.992357362545751
"591","2L",1833294,0.0261377194820977
"592","2L",1833565,0.956739979642548
"593","2L",1834096,0.508508618643615
"594","2L",1837804,0.000525199697408722
"595","2L",1838299,0.847974277036449
"596","2L",1840241,0.840300254965344
"597","2L",1841101,0.0648976904663164
"598","2L",1841718,0.211284475658539
"599","2L",1843535,0.481596347374832
"600","2L",1853515,1.79658216333622e-05
"601","2L",1857328,0.939360233451502
"602","2L",1861888,0.173978256780812
"603","2L",1865878,0.931427607820968
"604","2L",1872293,0.533690263380499
"605","2L",1873612,0.000224315375896385
"606","2L",1876993,0.210727639992637
"607","2L",1881604,0.50787098618064
"608","2L",1882188,0.054126923149495
"609","2L",1883169,0.328211219936676
"610","2L",1886110,0.801442374254638
"611","2L",1889440,5.36041164266778e-06
"612","2L",1891900,0.759457249280131
"613","2L",1902790,2.27176854094931e-07
"614","2L",1906841,0.0243573791056621
"615","2L",1910192,0.0401939308890352
"616","2L",1910809,0.290268641642902
"617","2L",1916948,0.189630060267476
"618","2L",1918198,0.717372290688048
"619","2L",1923878,0.708741999393938
"620","2L",1926554,0.724147285017019
"621","2L",1927184,0.688779981580078
"622","2L",1934151,0.0637997204106285
"623","2L",1934712,0.992853157165181
"624","2L",1935599,0.0219293498199219
"625","2L",1938108,0.689577802940591
"626","2L",1942829,0.227895757736777
"627","2L",1943856,0.987361067239316
"628","2L",1948597,0.167886479737892
"629","2L",1948633,0.591584368337909
"630","2L",1948652,0.550011694445259
"631","2L",1949966,0.884021623539535
"632","2L",1950190,0.612720737220698
"633","2L",1950212,0.848082683838217
"634","2L",1951897,0.686310090322079
"635","2L",1957195,0.00470893681451281
"636","2L",1957951,0.0704285416044855
"637","2L",1958540,0.751777966816834
"638","2L",1962863,0.967791579298639
"639","2L",1963289,0.343582250150611
"640","2L",1963382,0.705156066260519
"641","2L",1967916,0.0168402942951905
"642","2L",1969853,0.020007337054923
"643","2L",1972731,0.787500665141726
"644","2L",1979549,0.758385545856285
"645","2L",1987109,0.968962112994892
"646","2L",1989402,0.271995320583231
"647","2L",1992965,0.78864387448068
"648","2L",1995068,8.29259416449129e-05
"649","2L",1997152,0.0100160423787522
"650","2L",1997197,0.422038192380172
"651","2L",2000766,0.323507319800375
"652","2L",2009075,8.7532712960156e-06
"653","2L",2009331,0.899648544768429
"654","2L",2009785,0.963360798042617
"655","2L",2010948,0.674659430849577
"656","2L",2012583,0.796956046211685
"657","2L",2013944,0.871256651528505
"658","2L",2015062,0.0231117858637664
"659","2L",2015069,0.914068307034042
"660","2L",2023087,0.760247755190364
"661","2L",2030420,0.233737541179872
"662","2L",2031349,0.632557937802491
"663","2L",2045167,0.981141426498486
"664","2L",2045337,0.787043599838375
"665","2L",2046467,0.286560842042451
"666","2L",2047199,0.786923807508873
"667","2L",2055134,0.578346508040374
"668","2L",2058065,0.917597006022731
"669","2L",2060885,0.681733788016273
"670","2L",2065627,0.0285586446002277
"671","2L",2069131,0.54048375484869
"672","2L",2070639,0.264811722340486
"673","2L",2073461,0.458154653972448
"674","2L",2084842,0.19314447587773
"675","2L",2091467,0.00474172484777121
"676","2L",2092901,0.0250153069099624
"677","2L",2096692,0.98945806465418
"678","2L",2110457,0.0360279737200402
"679","2L",2120755,0.546779182771559
"680","2L",2121640,0.695389292371467
"681","2L",2124157,0.780648997431039
"682","2L",2127243,0.546375211208735
"683","2L",2132893,0.571610109960703
"684","2L",2134989,0.0888898301553862
"685","2L",2138686,0.99166388018745
"686","2L",2140235,0.289906949041949
"687","2L",2143497,0.733274953124447
"688","2L",2144595,0.213807010960651
"689","2L",2145675,0.681580056121758
"690","2L",2154448,0.349669704171485
"691","2L",2159252,0.821372307337745
"692","2L",2164001,0.875034370314908
"693","2L",2170147,0.862215777647601
"694","2L",2177108,0.0812878459086346
"695","2L",2178261,0.999421055842877
"696","2L",2179635,0.638628736782712
"697","2L",2180152,0.533714085547425
"698","2L",2182430,0.753476117036826
"699","2L",2183324,0.843588271365025
"700","2L",2185368,0.601663011325288
"701","2L",2192915,0.000274383351768004
"702","2L",2195659,7.2225028989264e-06
"703","2L",2197769,0.468030609155319
"704","2L",2208360,0.812402420113173
"705","2L",2210878,0.0172201190562462
"706","2L",2211360,0.726826767784526
"707","2L",2219911,0.653164547104857
"708","2L",2227310,0.991317727373327
"709","2L",2229444,0.518018512638844
"710","2L",2233542,0.335892505397829
"711","2L",2241867,0.367497182833205
"712","2L",2245901,0.835650694423817
"713","2L",2250453,0.483079948227554
"714","2L",2254693,0.831264291324959
"715","2L",2259357,0.83822960760221
"716","2L",2261732,0.875510376616823
"717","2L",2263347,0.0990541246901829
"718","2L",2263863,0.0213959949761568
"719","2L",2264034,0.49948129489046
"720","2L",2276468,0.0159291693467077
"721","2L",2276815,0.481105413678354
"722","2L",2278298,0.419356402933616
"723","2L",2279972,0.919158828080746
"724","2L",2283370,0.759238040226381
"725","2L",2286515,0.907855788140468
"726","2L",2290867,0.00324035206743121
"727","2L",2301966,0.984154467921348
"728","2L",2303225,0.578265289500193
"729","2L",2303396,0.49752682160301
"730","2L",2305878,0.495931107866497
"731","2L",2306682,0.0667362989253457
"732","2L",2310542,0.930372045892769
"733","2L",2310923,0.807201704612472
"734","2L",2312217,0.529772750807035
"735","2L",2314221,0.776282049228997
"736","2L",2321599,0.695307508739294
"737","2L",2324868,0.0844437264357495
"738","2L",2326396,0.970702810563031
"739","2L",2330802,0.0468566673712723
"740","2L",2331876,0.860391537988221
"741","2L",2332302,0.00122563363983933
"742","2L",2340912,0.419608557863795
"743","2L",2341737,0.716987360036036
"744","2L",2343015,0.273537913301776
"745","2L",2348512,0.0808299425645599
"746","2L",2348962,0.022491635022935
"747","2L",2353872,0.00495065827756456
"748","2L",2354139,0.000412434788375572
"749","2L",2355403,4.91277882029519e-06
"750","2L",2357680,0.483320121552332
"751","2L",2365671,0.00923351385796095
"752","2L",2366533,0.664430682529823
"753","2L",2368135,0.000106486315071098
"754","2L",2369198,0.293080030681133
"755","2L",2370325,0.222806656421352
"756","2L",2378318,0.188909724133567
"757","2L",2383322,0.427596106498258
"758","2L",2383451,0.0571135523367467
"759","2L",2391269,6.70851718015779e-06
"760","2L",2391397,0.999007118128794
"761","2L",2392583,0.444781313843679
"762","2L",2395536,0.000541015388349627
"763","2L",2397215,0.963975456249195
"764","2L",2400516,0.0300302229159932
"765","2L",2400712,0.736353302588076
"766","2L",2403392,0.951913138713059
"767","2L",2403457,0.901819043926692
"768","2L",2403907,0.00150006093099907
"769","2L",2407175,0.193013824599204
"770","2L",2408665,0.134618338276078
"771","2L",2423075,0.00291126148197759
"772","2L",2433615,0.776005126877738
"773","2L",2435065,0.786447023772088
"774","2L",2441209,0.392532828648649
"775","2L",2454092,0.0103876455416991
"776","2L",2454472,0.00541178174048536
