"","DATA.Chr","DATA.Pos","adjusted.p.values"
"81","2L",483234,0.283822642252177
"82","2L",487000,0.787381876609987
"83","2L",490230,0.357425511155956
"84","2L",493301,0.794315061288532
"85","2L",494001,0.976969412519107
"86","2L",498835,0.898510192383951
"87","2L",501789,0.950298564020483
"88","2L",504683,0.565423373933699
"89","2L",505628,0.856638276831616
"90","2L",506989,0.84098860584564
"91","2L",510376,0.904163502186378
"92","2L",511634,0.44618069819445
"93","2L",514851,0.752979348084381
"94","2L",515666,0.26993933132
"95","2L",518158,0.885111944528704
"96","2L",518891,0.275619193334109
"97","2L",526014,0.906199628693737
"98","2L",541972,4.10397071006784e-05
"99","2L",551044,0.759707607203269
"100","2L",553155,0.0981382754046426
"101","2L",560372,0.749038154449256
"102","2L",568456,0.0262117073256626
"103","2L",572993,0.8591937936295
"104","2L",575912,0.00540847978959525
"105","2L",575921,0.386781985007509
"106","2L",580247,0.117361291671505
"107","2L",581295,0.991736518129191
"108","2L",582054,0.807771144103749
"109","2L",583984,0.218228385876932
"110","2L",588821,0.824559364033055
"111","2L",589939,0.177589355373723
"112","2L",590850,0.990761142432873
"113","2L",600117,0.916979849049067
"114","2L",603201,0.112322047533546
"115","2L",606082,0.910493092962473
"116","2L",606585,0.721056601445334
"117","2L",607429,0.848664210824751
"118","2L",611233,0.931935580075872
"119","2L",637432,0.007634888074221
"120","2L",646500,0.0322463194414123
"121","2L",647642,0.877410544111045
"122","2L",649004,0.000396037918571559
"123","2L",649399,0.859612404565792
"124","2L",652048,0.832363870877771
"125","2L",654145,0.697807631658202
"126","2L",659392,0.89066043107841
"127","2L",663983,0.906107776246899
"128","2L",665365,0.60533888163889
"129","2L",665410,0.99984511883897
"130","2L",667269,0.029229775219513
"131","2L",668922,0.976292345579747
"132","2L",670267,0.494599974929352
"133","2L",671498,0.372260621728706
"134","2L",673398,0.957690680620731
"135","2L",679157,0.683384179548687
"136","2L",679701,7.75802298425027e-06
"137","2L",680272,0.888199562812856
"138","2L",683695,0.871965229098389
"139","2L",684473,0.804305950326407
"140","2L",686211,0.000136923922358181
"141","2L",697718,0.210794115176376
"142","2L",706615,0.795842697581268
"143","2L",708179,0.0576737963285089
"144","2L",709803,0.755629058543299
"145","2L",715789,0.746720939230623
"146","2L",717866,0.107938347925388
"147","2L",726121,0.138035648520494
"148","2L",726701,0.104057113050655
"149","2L",732502,0.129468781020509
"150","2L",733168,0.953598940078838
"151","2L",736048,0.343984890616553
"152","2L",736446,0.09886676388499
"153","2L",736608,0.889923307839778
"154","2L",740706,0.00733297177333718
"155","2L",745395,0.74101108709843
"156","2L",747580,0.92616854367543
"157","2L",748007,0.968991107907045
"158","2L",749474,0.529868369924737
"159","2L",751091,0.874582070774527
"160","2L",753013,0.346199337163036
"161","2L",754102,0.69676463365489
"162","2L",754669,0.412372285427728
"163","2L",764669,0.264585395326263
"164","2L",769714,0.872438954010435
"165","2L",770228,3.65868844125393e-06
"166","2L",773403,0.00577201978186789
"167","2L",776552,0.996347431696602
"168","2L",777851,0.327016371850778
"169","2L",790961,0.00360568291287409
"170","2L",791914,0.331623748764747
"171","2L",792748,0.051544964766479
"172","2L",793044,0.217900012008863
"173","2L",795971,0.878864067477371
"174","2L",798038,0.57433008364787
"175","2L",798775,0.0323478045095795
"176","2L",799758,0.482452957883552
"177","2L",801615,0.000600300049513832
"178","2L",804693,0.360859049091399
"179","2L",805196,0.152997391441584
"180","2L",806077,0.00553329789734364
"181","2L",809633,0.712009886354997
"182","2L",810021,0.417980327165005
"183","2L",812318,0.753540480393302
"184","2L",817044,0.723535137728306
"185","2L",818451,0.742842110820772
"186","2L",819878,0.915109973860422
"187","2L",828251,0.474856485755632
"188","2L",829362,0.789893135086812
"189","2L",831094,0.895365255950325
"190","2L",833663,0.966999986670512
"191","2L",838302,0.0425743326891987
"192","2L",838339,0.586740744552
"193","2L",843615,0.600243014403123
"194","2L",846010,0.314753561554665
"195","2L",847164,0.973991702369161
"196","2L",847840,0.663457398245889
"197","2L",850557,0.493896497175957
"198","2L",851015,0.710534032526984
"199","2L",852705,0.859247604465203
"200","2L",855706,0.246457226206926
"201","2L",862992,0.410816145620914
"202","2L",865733,0.585019678141291
"203","2L",866019,0.801855970490113
"204","2L",874978,0.00897331393306989
"205","2L",892685,0.769907409610424
"206","2L",893637,0.81285036215107
"207","2L",894895,0.56787050887509
"208","2L",895230,0.834382205650101
"209","2L",905855,0.211088153381079
"210","2L",907410,0.00664282492643486
"211","2L",908147,3.57211398050157e-06
"212","2L",909735,0.951654740567107
"213","2L",913337,0.00432941493907454
"214","2L",917625,0.438653522321028
"215","2L",923381,0.655183288848021
"216","2L",924145,0.461999501310772
"217","2L",925713,5.84044387966418e-11
"218","2L",931991,0.826033850869501
"219","2L",934252,0.50769182000711
"220","2L",939185,0.0295462384356917
"221","2L",939459,0.400508754000537
"222","2L",941882,0.67700160884612
"223","2L",944018,0.86448600619987
"224","2L",944291,0.875807495824075
"225","2L",944345,0.943976156406389
"226","2L",946006,0.150489303717293
"227","2L",946656,0.261070023550913
"228","2L",947070,0.967564108544228
"229","2L",948281,0.849498114780273
"230","2L",949456,0.577593498046849
"231","2L",950616,0.953794555172157
"232","2L",955434,0.749333424062182
"233","2L",959268,0.295978553285415
"234","2L",959296,0.000181359503906004
"235","2L",961962,0.785021666088102
"236","2L",962118,0.00126917911939939
"237","2L",962912,0.0908720276562196
"238","2L",968934,0.142485399375103
"239","2L",973756,0.447771728020122
"240","2L",974864,0.950885008431897
"241","2L",976558,0.822882674563834
"242","2L",976865,0.822168515392543
"243","2L",985043,0.339110150790752
"244","2L",987546,0.792609570563697
"245","2L",987857,0.645535348289963
"246","2L",990752,0.720900512382985
"247","2L",991244,0.871077143213914
"248","2L",993032,0.0888188359930291
"249","2L",993055,0.431571317440388
"250","2L",1006785,0.131394027649444
"251","2L",1006870,0.128215007689329
"252","2L",1007147,0.454322167870414
"253","2L",1008200,0.727779346004542
"254","2L",1009378,0.38528024548566
"255","2L",1013536,0.401810099262167
"256","2L",1020303,0.136779367088836
"257","2L",1021549,0.54998512725377
"258","2L",1025504,0.213168416897013
"259","2L",1028396,0.145042622480771
"260","2L",1028530,0.66337212146382
"261","2L",1028879,0.66466375031749
"262","2L",1029192,0.613590546155491
"263","2L",1029743,0.673560074111379
"264","2L",1030950,0.277999863461343
"265","2L",1031582,0.822683277194649
"266","2L",1033672,0.48621546333098
"267","2L",1037126,0.945864416134497
"268","2L",1038991,0.845402392545073
"269","2L",1043815,1.85566829613558e-15
"270","2L",1046765,0.824349178336668
"271","2L",1057409,0.910903519799513
"272","2L",1058038,0.816275001782268
"273","2L",1058843,0.790962500945394
"274","2L",1060342,0.428541759005713
"275","2L",1062342,0.780905430755576
"276","2L",1063557,0.166202662196141
"277","2L",1066862,0.0253072507587705
"278","2L",1067098,0.985845092905659
"279","2L",1067828,0.0753448797217242
"280","2L",1069536,0.0480198443687306
"281","2L",1071120,0.108582222023547
"282","2L",1072073,0.38273972007853
"283","2L",1074710,0.946032102135235
"284","2L",1077914,0.989826841166591
"285","2L",1077930,0.354786127238479
"286","2L",1080227,0.000858388621854318
"287","2L",1082867,0.986318972990438
"288","2L",1084466,0.655223324381636
"289","2L",1085684,0.691668726562314
"290","2L",1090855,0.51908723040953
"291","2L",1093235,0.649464411483481
"292","2L",1093543,0.71135690026694
"293","2L",1098861,0.433695244082965
"294","2L",1102589,0.56364555801463
"295","2L",1102813,0.904893423184025
"296","2L",1108265,0.792932105159047
"297","2L",1110797,0.745704743897429
"298","2L",1115259,0.552113564432657
"299","2L",1116848,0.826708963072659
"300","2L",1119150,8.14747460753038e-06
"301","2L",1119421,4.87176699689375e-07
"302","2L",1119466,0.233663368387674
"303","2L",1121600,0.049420296215331
"304","2L",1123920,0.961969260572273
"305","2L",1124594,0.0118151718810835
"306","2L",1127605,0.308508365374988
"307","2L",1135698,7.61944848272659e-07
"308","2L",1137201,0.889665481003383
"309","2L",1141066,0.330519284781468
"310","2L",1142710,0.00341008355911787
"311","2L",1144587,0.653606673407263
"312","2L",1147347,0.774873785947216
"313","2L",1147389,0.589681747554504
"314","2L",1151141,0.00738974447817998
"315","2L",1156353,0.820280854091069
"316","2L",1158831,2.74593880074324e-05
"317","2L",1160422,0.41388037485676
"318","2L",1163802,0.223200810310013
"319","2L",1170389,0.987384293120222
"320","2L",1177471,0.780152825119486
"321","2L",1187511,0.696335114385855
"322","2L",1190736,1.00061042934822e-07
"323","2L",1191425,0.828929516440862
"324","2L",1195323,0.000870543345746825
"325","2L",1198860,0.570559316390912
"326","2L",1199971,2.38597296812491e-11
"327","2L",1201776,0.182439264682436
"328","2L",1206496,0.99562287961855
"329","2L",1207131,0.0163359583024967
"330","2L",1211033,0.216024435718762
"331","2L",1211690,0.0661733973534631
"332","2L",1213458,1.55198564114979e-06
"333","2L",1213513,0.767166130339563
"334","2L",1216652,0.016222890675531
"335","2L",1227760,0.439043410346724
"336","2L",1228467,0.0928970680608439
"337","2L",1228801,0.655732519355995
"338","2L",1229339,0.856007781430676
"339","2L",1231816,0.67970526227621
"340","2L",1234361,0.000177860279859604
"341","2L",1235334,0.008783942399159
"342","2L",1237509,0.144664685620879
"343","2L",1246024,0.651419618647597
"344","2L",1248136,0.858855346275312
"345","2L",1252026,8.25733096365544e-05
"346","2L",1252202,0.78478250958
"347","2L",1254256,0.544789223499449
"348","2L",1254788,0.14484546277368
"349","2L",1258851,0.652642171512791
"350","2L",1260704,0.583523057358369
"351","2L",1262379,0.792943586181563
"352","2L",1264770,0.686542927807394
"353","2L",1265221,0.24576784166218
"354","2L",1266632,0.0657561906577573
"355","2L",1268652,0.896589177958073
"356","2L",1268912,0.690129063035712
"357","2L",1268933,0.879239308347908
"358","2L",1270165,0.0426783404353469
"359","2L",1270383,0.00901009642552711
"360","2L",1270750,0.624621775125212
"361","2L",1275881,0.61731790197753
"362","2L",1278988,0.0888601265479887
"363","2L",1283038,0.819043871192852
"364","2L",1286886,0.295006081873573
"365","2L",1288660,0.926939206033283
"366","2L",1289578,0.321846176480614
"367","2L",1289833,0.895763078702042
"368","2L",1289913,0.185683945640468
"369","2L",1292639,0.69625925499918
"370","2L",1293358,0.937605161873385
"371","2L",1303145,0.876204688350495
"372","2L",1304107,0.919581188676063
"373","2L",1305556,0.416495692090522
"374","2L",1306735,0.274816129274557
"375","2L",1309679,0.826354279531607
"376","2L",1309957,0.336312800596639
"377","2L",1311782,0.657367565252175
"378","2L",1311891,0.84975670982661
"379","2L",1312512,0.96141900454224
"380","2L",1313561,0.0625803765851189
"381","2L",1313814,0.919621078447852
"382","2L",1316200,0.401591793960435
"383","2L",1323276,0.494491752941203
"384","2L",1326330,0.870320029915332
"385","2L",1328243,0.966833094973961
"386","2L",1330636,0.179914983721519
"387","2L",1337008,0.708823425851988
"388","2L",1341083,0.999898330354289
"389","2L",1346938,0.788900597619541
"390","2L",1350016,0.0687627290995134
"391","2L",1356719,0.00211669253167063
"392","2L",1357519,0.000165395522928872
"393","2L",1360084,0.948005432436919
"394","2L",1360701,0.74055855959524
"395","2L",1366219,0.00486513199521905
"396","2L",1369434,0.600413369496649
"397","2L",1371407,0.13572685385638
"398","2L",1372743,0.467963102861694
"399","2L",1373255,0.110508253391105
"400","2L",1374185,0.861284836060575
"401","2L",1376623,0.188662891489463
"402","2L",1376850,0.194950481541384
"403","2L",1378642,0.00211763185999762
"404","2L",1379440,0.0130012955059443
"405","2L",1384793,0.926224551273025
"406","2L",1385491,0.669646698928963
"407","2L",1395698,0.954339906221582
"408","2L",1396403,0.0981899033762168
"409","2L",1398182,0.953460139419617
"410","2L",1401201,0.00243649042086162
"411","2L",1404216,0.889271145572544
"412","2L",1406260,0.3981113705841
"413","2L",1406458,0.923414899193237
"414","2L",1407481,0.0263784074131007
"415","2L",1410373,0.506913903566889
"416","2L",1412513,0.794643271129882
"417","2L",1414412,0.0485017627699401
"418","2L",1417717,0.328872590918933
"419","2L",1418460,0.485050589840105
"420","2L",1420540,0.0718520529319691
"421","2L",1420759,0.87919656214777
"422","2L",1422672,0.949425404857442
"423","2L",1424385,4.18710350632548e-05
"424","2L",1426115,0.698129093049021
"425","2L",1430075,0.266428775033938
"426","2L",1431236,0.192433339470623
"427","2L",1431645,0.466029898176502
"428","2L",1432039,0.0073835386242734
"429","2L",1432574,0.0434227330330321
"430","2L",1432587,4.24327416373106e-06
"431","2L",1432739,0.0676019805485804
"432","2L",1433233,0.000725829110599868
"433","2L",1435199,0.956432462375213
"434","2L",1435264,0.0075252348957214
"435","2L",1435462,0.75304783317274
"436","2L",1436028,0.971289580547931
"437","2L",1437354,0.442924203448702
"438","2L",1437574,0.00463959085870468
"439","2L",1440696,0.869125022049781
"440","2L",1440873,0.318996626599693
"441","2L",1443847,0.801277709854334
"442","2L",1446005,0.611779062323926
"443","2L",1447693,0.532118879736518
"444","2L",1449842,0.0382711173890626
"445","2L",1450079,0.0353739424444297
"446","2L",1450091,0.520315551195346
"447","2L",1450224,0.000359018180502256
"448","2L",1451638,0.597736266688239
"449","2L",1456445,0.496326437855669
"450","2L",1462979,0.0765294652607983
"451","2L",1466104,0.862868391419703
"452","2L",1469111,0.153190824866544
"453","2L",1475701,0.43110047662454
"454","2L",1481629,0.725137597240482
"455","2L",1481902,0.029244486535099
"456","2L",1483595,0.607484933647907
"457","2L",1491111,0.589927803676103
"458","2L",1492243,0.942151824740105
"459","2L",1495294,0.537717658345317
"460","2L",1502534,0.746769191282781
"461","2L",1506236,0.320087580073168
"462","2L",1510668,0.0315952595146856
"463","2L",1512421,0.627434719358373
"464","2L",1514759,0.907044847945112
"465","2L",1514931,0.143037556558231
"466","2L",1517682,0.443741112885913
"467","2L",1518056,0.948787337274627
"468","2L",1519330,0.188211413708961
"469","2L",1522702,0.935212370290398
"470","2L",1522762,0.74311050833473
"471","2L",1527201,0.522205217261375
"472","2L",1527405,0.881773183383416
"473","2L",1531882,0.000143992944297627
"474","2L",1534553,0.211651092779703
"475","2L",1543378,0.754325529917111
"476","2L",1546403,0.432588612681926
"477","2L",1556003,0.627957688082346
"478","2L",1556859,0.326884483064723
"479","2L",1557018,0.76881206818577
"480","2L",1557061,0.615372386671764
"481","2L",1557956,0.758992005118436
"482","2L",1558883,0.580293219107334
"483","2L",1561056,0.963638628871919
"484","2L",1563665,0.749394464833856
"485","2L",1564368,0.235254013793314
"486","2L",1567146,0.932480113607183
"487","2L",1568859,0.0186686770090469
"488","2L",1570737,0.145592511840977
"489","2L",1577772,0.356032259644113
"490","2L",1579625,0.103178901575351
"491","2L",1580582,0.307647535830638
"492","2L",1581983,0.624802184009032
"493","2L",1587422,0.446655494292995
"494","2L",1587837,0.734567982444665
"495","2L",1591577,0.919128201434829
"496","2L",1592478,0.431690528103515
"497","2L",1594266,0.130944194597371
"498","2L",1597755,0.995045353101582
"499","2L",1597839,0.247825498458208
"500","2L",1599345,0.565106648454124
"501","2L",1599484,0.770920629665304
"502","2L",1605945,0.000481209025164049
"503","2L",1606498,6.34068543432466e-06
"504","2L",1610798,0.658859315154917
"505","2L",1613731,0.871604996886801
"506","2L",1614904,0.766771235916277
"507","2L",1621535,0.914822042347517
"508","2L",1622967,0.161298823104734
"509","2L",1623006,0.12872208423959
"510","2L",1624973,0.550583842096113
"511","2L",1626881,0.96461169209112
"512","2L",1627206,0.880220152715097
"513","2L",1629959,0.00587949915389692
"514","2L",1629966,0.81284779436324
"515","2L",1632265,0.25035659587499
"516","2L",1639218,0.529806045310814
"517","2L",1645389,0.65587777684395
"518","2L",1645441,0.923257907804632
"519","2L",1646682,0.0897401957915436
"520","2L",1650320,0.416052094719898
"521","2L",1655337,0.00508096608448965
"522","2L",1660786,0.600481863008526
"523","2L",1660971,0.193186272151716
"524","2L",1662332,0.4705197875657
"525","2L",1665056,0.915351355316993
"526","2L",1666101,0.430405417740835
"527","2L",1667379,0.885927173287776
"528","2L",1668340,0.293175080188717
"529","2L",1668948,0.684238534450102
"530","2L",1669257,0.0384017309147447
"531","2L",1676468,0.955481289359791
"532","2L",1677109,0.203887118634001
"533","2L",1677875,0.107571055722523
"534","2L",1687559,0.179991826660045
"535","2L",1689263,0.798481980393773
"536","2L",1691858,0.978987194891795
"537","2L",1702226,0.886000423697083
"538","2L",1705033,0.653438227100583
"539","2L",1709499,0.232262091954904
"540","2L",1711909,4.96493906432519e-05
"541","2L",1716617,0.443763269994262
"542","2L",1717245,0.0290726403314333
"543","2L",1717720,0.0926758751563814
"544","2L",1721500,0.873681647953809
"545","2L",1729014,0.0764530193212329
"546","2L",1729692,0.878890431339511
"547","2L",1743005,0.655700839411055
"548","2L",1743808,0.0410258425550449
"549","2L",1745457,0.826489303892276
"550","2L",1747215,0.178373631034266
"551","2L",1747710,0.655280690455611
"552","2L",1748902,0.000183112186309315
"553","2L",1749113,0.660370406734456
"554","2L",1755963,0.0782482500074934
"555","2L",1757908,0.246073281568286
"556","2L",1764453,0.0467882883620963
"557","2L",1765672,0.775607879017503
"558","2L",1768467,0.00173683915027908
"559","2L",1769774,0.220912187263754
"560","2L",1770906,3.5251994146027e-05
"561","2L",1772470,0.190875848394335
"562","2L",1772610,0.00503761050597103
"563","2L",1774559,0.717226505005417
"564","2L",1775838,1.28364995572512e-05
"565","2L",1778591,0.29874565825421
"566","2L",1778648,0.377890470531109
"567","2L",1779361,0.841549498928843
"568","2L",1780046,0.0158946546557428
"569","2L",1780572,0.691214746770548
"570","2L",1780835,0.647444776513673
"571","2L",1781354,0.979266611542761
"572","2L",1785509,0.0887468473696443
"573","2L",1788789,0.779801772716717
"574","2L",1794254,0.025004150684948
"575","2L",1798419,8.80084082572735e-08
"576","2L",1798476,0.00213744626957035
"577","2L",1798522,2.27196504167866e-09
"578","2L",1799640,0.0876038670258916
"579","2L",1800819,0.944485969126782
"580","2L",1807495,0.560486957855142
"581","2L",1809031,0.588903928015003
"582","2L",1809595,0.487142745698876
"583","2L",1812244,0.0740099956551799
"584","2L",1812898,0.68365028652178
"585","2L",1818493,0.888121250006155
"586","2L",1818637,0.874553316794373
"587","2L",1820068,0.967551707186254
"588","2L",1825323,0.474344698699573
"589","2L",1826799,0.281952168002945
"590","2L",1832967,0.714587506728578
"591","2L",1833294,0.846214766480013
"592","2L",1833565,0.851888851759112
"593","2L",1834096,0.132903478454474
"594","2L",1837804,0.552392422858607
"595","2L",1838299,0.0945243479007238
"596","2L",1840241,0.96653772510437
"597","2L",1841101,0.490010426832461
"598","2L",1841718,0.60510782890015
"599","2L",1843535,0.395130049904187
"600","2L",1853515,0.299486563055814
"601","2L",1857328,0.263629542629304
"602","2L",1861888,0.0310064027553932
"603","2L",1865878,0.00157129908916918
"604","2L",1872293,0.656159960264099
"605","2L",1873612,0.676864144148422
"606","2L",1876993,0.69930058863908
"607","2L",1881604,0.499325905564461
"608","2L",1882188,0.483304568336979
"609","2L",1883169,0.499978275141603
"610","2L",1886110,0.833720197996926
"611","2L",1889440,0.980637134336208
"612","2L",1891900,0.969855206159538
"613","2L",1902790,0.611165124698566
"614","2L",1906841,1.56396665147391e-06
"615","2L",1910192,0.000465232483367053
"616","2L",1910809,0.624642860717026
"617","2L",1916948,0.0214330379706911
"618","2L",1918198,0.619969423889654
"619","2L",1923878,0.933092373315406
"620","2L",1926554,0.975155294549413
"621","2L",1927184,0.70386871875736
"622","2L",1934151,0.174145745842431
"623","2L",1934712,0.984313384307762
"624","2L",1935599,0.0122695544166239
"625","2L",1938108,0.903001930951789
"626","2L",1942829,0.428925026643012
"627","2L",1943856,0.760713325222793
"628","2L",1948597,0.957363886966988
"629","2L",1948633,0.874591199056829
"630","2L",1948652,0.960759986305042
"631","2L",1949966,0.649806092272116
"632","2L",1950190,0.91797862646715
"633","2L",1950212,0.802564615651014
"634","2L",1951897,0.921721535516582
"635","2L",1957195,0.0044538851889979
"636","2L",1957951,0.0068625646143295
"637","2L",1958540,0.839110708067489
"638","2L",1962863,0.781238901153382
"639","2L",1963289,0.111359994454117
"640","2L",1963382,0.907868203596554
"641","2L",1967916,0.00322376031560148
"642","2L",1969853,0.321429257297537
"643","2L",1972731,0.983766326239995
"644","2L",1979549,0.00914089156331141
"645","2L",1987109,0.798241078593826
"646","2L",1989402,0.671935712639207
"647","2L",1992965,0.906360127628755
"648","2L",1995068,0.00165726511585032
"649","2L",1997152,0.0208351506618526
"650","2L",1997197,0.0363885702201375
"651","2L",2000766,0.534997081320266
"652","2L",2009075,0.00628808960732524
"653","2L",2009331,0.474283365953286
"654","2L",2009785,0.108487505180775
"655","2L",2010948,0.71767419149212
"656","2L",2012583,0.960825602729701
"657","2L",2013944,0.858581579014986
"658","2L",2015062,0.0103438224455915
"659","2L",2015069,0.68680097789688
"660","2L",2023087,0.666577188691413
"661","2L",2030420,0.0909976131003085
"662","2L",2031349,0.00191731731919692
"663","2L",2045167,0.00657099665653884
"664","2L",2045337,0.903031878595174
"665","2L",2046467,0.0255621671087938
"666","2L",2047199,0.815838825359147
"667","2L",2055134,0.027927741721869
"668","2L",2058065,0.986564265103732
"669","2L",2060885,0.230257680051393
"670","2L",2065627,0.268955156529124
"671","2L",2069131,0.7376442917839
"672","2L",2070639,0.000497526977651574
"673","2L",2073461,0.254804568265191
"674","2L",2084842,0.162336748943796
"675","2L",2091467,0.0212022284714117
"676","2L",2092901,0.670124153716851
"677","2L",2096692,2.81614139753283e-09
"678","2L",2110457,0.00974904379604374
"679","2L",2120755,0.410134375103934
"680","2L",2121640,0.980347977249064
"681","2L",2124157,0.000323491408517012
"682","2L",2127243,0.326754261490544
"683","2L",2132893,0.692189353225639
"684","2L",2134989,0.00217782696865028
"685","2L",2138686,0.0255976713485551
"686","2L",2140235,0.629591773010878
"687","2L",2143497,0.917981318942217
"688","2L",2144595,0.464843297030299
"689","2L",2145675,0.655357779320969
"690","2L",2154448,0.201167790567208
"691","2L",2159252,0.548908911448366
"692","2L",2164001,0.730330391829454
"693","2L",2170147,0.792437825959433
"694","2L",2177108,0.0683649763827531
"695","2L",2178261,0.771000679029184
"696","2L",2179635,0.701997589317421
"697","2L",2180152,0.164032266444336
"698","2L",2182430,0.920397763884606
"699","2L",2183324,0.608522172431727
"700","2L",2185368,0.00715629632427319
"701","2L",2192915,0.0816466064900612
"702","2L",2195659,0.000696967397821056
"703","2L",2197769,0.660576626699089
"704","2L",2208360,0.583983278583178
"705","2L",2210878,0.0813272795954094
"706","2L",2211360,0.976311548707248
"707","2L",2219911,0.900314222165689
"708","2L",2227310,0.191192615154575
"709","2L",2229444,0.101267650123342
"710","2L",2233542,0.117256329730413
"711","2L",2241867,0.930629435131375
"712","2L",2245901,0.000615061532075508
"713","2L",2250453,0.859184890208866
"714","2L",2254693,0.939819032864801
"715","2L",2259357,0.579855882292348
"716","2L",2261732,0.895484115672506
"717","2L",2263347,0.008144563260169
"718","2L",2263863,0.0144390113712972
"719","2L",2264034,0.918860534407748
"720","2L",2276468,0.150684784377996
"721","2L",2276815,0.629592360715391
"722","2L",2278298,0.987590531700504
"723","2L",2279972,0.47294943664748
"724","2L",2283370,0.742416117430045
"725","2L",2286515,0.706435840015867
"726","2L",2290867,0.0172540682150552
"727","2L",2301966,0.613153575670091
"728","2L",2303225,0.0440967276586275
"729","2L",2303396,0.322649901180289
"730","2L",2305878,0.00033503230874188
"731","2L",2306682,0.273069934603597
"732","2L",2310542,0.710848963080176
"733","2L",2310923,0.778757579809019
"734","2L",2312217,0.024869503962801
"735","2L",2314221,0.290501622286627
"736","2L",2321599,0.975064568850901
"737","2L",2324868,0.000618837282790541
"738","2L",2326396,0.831514789850069
"739","2L",2330802,0.232459134189938
"740","2L",2331876,0.449577761428519
"741","2L",2332302,0.728619933100869
"742","2L",2340912,0.446111553139127
"743","2L",2341737,0.896338586993358
"744","2L",2343015,0.199874110962038
"745","2L",2348512,0.0122824739744602
"746","2L",2348962,1.44361821632018e-06
"747","2L",2353872,0.924593316557793
"748","2L",2354139,0.0807706814226596
"749","2L",2355403,0.713741721233379
"750","2L",2357680,0.605104363410004
"751","2L",2365671,0.205230727782387
"752","2L",2366533,0.782639279925063
"753","2L",2368135,0.632876572901594
"754","2L",2369198,0.795659464909362
"755","2L",2370325,0.169234282945485
"756","2L",2378318,0.0400243606932076
"757","2L",2383322,0.860347685053707
"758","2L",2383451,0.796564309522916
"759","2L",2391269,0.0274244094161708
"760","2L",2391397,0.605088191240286
"761","2L",2392583,0.519779284672434
"762","2L",2395536,0.520692020521885
"763","2L",2397215,0.0780063905212873
"764","2L",2400516,0.294231475869472
"765","2L",2400712,0.0015791285875996
"766","2L",2403392,0.624804527129482
"767","2L",2403457,0.684375900932394
"768","2L",2403907,0.221487606037936
"769","2L",2407175,0.326528596735976
"770","2L",2408665,0.000439864536153101
"771","2L",2423075,0.0926127778388303
"772","2L",2433615,0.000659356171868126
"773","2L",2435065,0.287623254255187
"774","2L",2441209,0.0718494402018581
"775","2L",2454092,0.175006804984621
"776","2L",2454472,0.983471348394118
