"","DATA.Chr","DATA.Pos","lat.pval","long.pval","near_surface_air_temperature.pval","bio1.pval"
"40","2L",937937,0.75586299234367,0.821374904664964,0.24830947119376,0.907100727120812
"41","2L",938096,0.720840886030854,0.786352798352149,0.213287364880944,0.942122833433627
"42","2L",940994,0.064762775773067,0.000749136548227579,0.572316296922977,0.272273504762451
"43","2L",950549,0.249520391361141,0.315032303682436,0.258033129788769,0.586556671896659
"44","2L",992345,0.686540557221577,0.621028644900282,0.805905921628513,0.349504276686059
"45","2L",993946,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"46","2L",994655,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"47","2L",1006617,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"48","2L",1013989,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"49","2L",1018096,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"50","2L",1018481,0.986903419021188,0.947584668657517,0.479349897871278,0.676060300443294
"51","2L",1019004,0.703947859207288,0.638435946885993,0.788498619642802,0.36691157867177
"52","2L",1021667,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"53","2L",1026609,0.0702721918905796,0.004760279569285,0.57782571304049,0.266764088644939
"54","2L",1029030,0.918995629269115,0.853483716947821,0.573450849580975,0.581959348733598
"55","2L",1030069,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"56","2L",1045625,0.0181593528607489,0.0836712651820434,0.489394168289161,0.355195633396267
"57","2L",1094125,0.6311012662274,0.565589353906105,0.86134521262269,0.294064985691881
"58","2L",1097687,0.153148847331981,0.0876369350106866,0.660702368481891,0.183887433203537
"59","2L",1110193,0.110687164966822,0.0451752526455271,0.618240686116732,0.226349115568696
"60","2L",1118044,0.129825577989734,0.0643136656684392,0.637379099139644,0.207210702545784
"61","2L",1189980,0.435568466417144,0.501080378738439,0.0719850547327657,0.772604746952663
"62","2L",1196917,0.756948330838928,0.822460243160223,0.249394809689018,0.906015388625554
"63","2L",1201776,0.853658577839069,0.788146665517774,0.638787901011021,0.516622297303551
"64","2L",1207639,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"65","2L",1233860,0.935539736629635,0.99894835104907,0.427986215479725,0.727423982834847
"66","2L",1243013,0.63857426597046,0.573062353649166,0.85387221287963,0.301537985434942
"67","2L",1271745,0.190532843799015,0.12502093147772,0.698086364948925,0.146503436736504
"68","2L",1271790,0.0362007450077484,0.0293111673135462,0.543754266157659,0.30083553552777
"69","2L",1278765,0.888157529530616,0.953669441851911,0.380604008380706,0.774806189933866
"70","2L",1282549,0.0200637647808035,0.085575677102098,0.487489756369106,0.357100045316322
"71","2L",1288800,0.984769332430552,0.919257420109258,0.507677146419538,0.647733051895034
"72","2L",1317256,0.707329270312738,0.641817357991443,0.785117208537352,0.37029298977722
"73","2L",1318340,0.415374146636647,0.349862234315353,0.922927667786557,0.078337866101129
"74","2L",1330074,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"75","2L",1330394,0.548035649990055,0.48252373766876,0.944410828860035,0.210999369454536
"76","2L",1340147,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"77","2L",1365469,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"78","2L",1366439,0.750861283148631,0.685349370827336,0.741585195701459,0.413825002613113
"79","2L",1372376,0.843396881237056,0.777884968915762,0.649049597613034,0.506360600701539
"80","2L",1374456,0.582481369286417,0.516969456965123,0.909965109563673,0.245445088750899
"81","2L",1377007,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"82","2L",1393914,0.953708039476833,0.888196127155538,0.538738439373257,0.616671758941315
"83","2L",1411091,0.952467018826541,0.886955106505246,0.53997946002355,0.615430738291022
"84","2L",1415323,0.997491783182479,0.936996304496227,0.489938262032569,0.665471936282003
"85","2L",1426268,0.351053136142495,0.2855412238212,0.858606657292405,0.0140168556069766
"86","2L",1430229,0.794131761258882,0.859643673580176,0.286578240108972,0.8688319582056
"87","2L",1444270,0.796390029987053,0.730878117665759,0.696056448863037,0.459353749451535
"88","2L",1450708,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"89","2L",1479998,0.957382985228663,0.977105102450043,0.449829464078753,0.705580734235819
"90","2L",1519551,0.650401554981158,0.715913467302453,0.142848033831248,0.987437835516676
"91","2L",1532177,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"92","2L",1544004,0.621194671835325,0.68670658415662,0.113641150685415,0.958230952370844
"93","2L",1576472,0.839246977838682,0.904758890159977,0.331693456688772,0.8237167416258
"94","2L",1591690,0.356621216136542,0.422133128457836,0.150932305013368,0.69365749667206
"95","2L",1619525,0.290716318561996,0.356228230883291,0.216837202587914,0.627752599097515
"96","2L",1631888,0.0174723389275417,0.0829842512488362,0.490081182222368,0.35450861946306
"97","2L",1638015,0.646828995333574,0.581317083012279,0.845617483516516,0.309792714798055
"98","2L",1645294,0.883514721706756,0.818002809385462,0.608931757143334,0.546478441171238
"99","2L",1646789,0.842250966350099,0.776739054028805,0.650195512499991,0.505214685814581
"100","2L",1677196,0.953708442267113,0.980779645411592,0.446154921117203,0.709255277197369
"101","2L",1691314,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"102","2L",1696287,0.916713667737697,0.982225580058992,0.409160146587787,0.746250051726785
"103","2L",1704884,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"104","2L",1722650,0.68757389083674,0.622061978515445,0.80487258801335,0.350537610301221
"105","2L",1727439,0.805917157653486,0.740405245332191,0.686529321196604,0.468880877117968
"106","2L",1743866,0.988297774139581,0.946190313539125,0.48074425298967,0.674665945324901
"107","2L",1751378,0.890078736027279,0.824566823705985,0.602367742822811,0.553042455491761
"108","2L",1761543,0.111842470469387,0.0463305581480922,0.619395991619297,0.225193810066131
"109","2L",1773470,0.889166364725351,0.954678277046645,0.381612843575441,0.773797354739131
"110","2L",1774929,0.794790144859309,0.729278232538015,0.697656333990781,0.457753864323791
"111","2L",1783330,0.809768182056477,0.875280094377771,0.302214660906567,0.853195537408005
"112","2L",1792441,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"113","2L",1810520,0.812150348986036,0.746638436664742,0.680296129864054,0.475114068450518
"114","2L",1829665,0.991967182678105,0.942520905000601,0.484413661528194,0.670996536786377
"115","2L",1839178,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"116","2L",1843145,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"117","2L",1865292,0.862697169990815,0.928209082312109,0.355143648840904,0.800266549473667
"118","2L",1888935,0.695151286036239,0.629639373714944,0.797295192813851,0.35811500550072
"119","2L",1905137,0.9594109583664,0.975077129312305,0.45185743721649,0.703552761098082
"120","2L",1906153,0.471843390584552,0.537355302905847,0.0357101305653581,0.80887967112007
"121","2L",1906480,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"122","2L",1938476,0.203762646173909,0.269274558495204,0.303790874976001,0.540798926709428
"123","2L",1942812,0.970438993639278,0.904927081317984,0.522007485210812,0.63340271310376
"124","2L",1955501,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"125","2L",1959120,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"126","2L",1989430,0.715894388548154,0.65038247622686,0.776552090301936,0.378858108012636
"127","2L",1994736,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"128","2L",2022091,0.29928883729827,0.233776924976975,0.80684235844818,0.0377474432372482
"129","2L",2025907,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"130","2L",2069715,0.888798519217439,0.823286606896145,0.603647959632651,0.551762238681921
"131","2L",2073985,0.185475129777314,0.250987042098608,0.322078391372596,0.522511410312832
"132","2L",2074805,0.0279444981223161,0.0375674141989784,0.535498019272226,0.309091782413202
"133","2L",2074909,0.990711770290668,0.943776317388037,0.483158249140758,0.672251949173813
"134","2L",2097169,0.568129406322205,0.6336413186435,0.060575885172295,0.905165686857723
"135","2L",2099913,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"136","2L",2130677,0.864697748788838,0.799185836467543,0.627748730061253,0.52766146825332
"137","2L",2160568,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"138","2L",2180904,0.851697991671832,0.917209903993127,0.344144470521922,0.81126572779265
"139","2L",2208895,0.00414570537871308,0.0613662069425814,0.511699226528624,0.332890575156805
"140","2L",2268299,0.286130036691098,0.351641949012392,0.221423484458812,0.623166317226616
"141","2L",2270772,0.965749745847294,0.900237833525999,0.526696733002797,0.628713465311775
"142","2L",2322645,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"143","2L",2328544,0.704744768782019,0.639232856460724,0.787701710068072,0.3677084882465
"144","2L",2333562,0.876883552960474,0.81137164063918,0.615562925889616,0.539847272424956
"145","2L",2345827,0.857545363793833,0.923057276115127,0.349991842643923,0.805418355670649
"146","2L",2347611,0.915805383518036,0.98131729583933,0.408251862368126,0.747158335946446
"147","2L",2350626,0.279662571747363,0.345174484068658,0.227890949402547,0.616698852282881
"148","2L",2371911,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"149","2L",2398302,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"150","2L",2422361,0.510778216548719,0.576290128870014,0.00322469539880881,0.847814497084237
"151","2L",2430100,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"152","2L",2477712,0.516734148282105,0.45122223596081,0.975712330567985,0.179697867746587
"153","2L",2500875,0.944519393842183,0.879007481520889,0.547927085007907,0.607483113306665
"154","2L",2503698,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"155","2L",2516683,0.662037497759672,0.596525585438377,0.830408981090418,0.325001217224154
"156","2L",2523229,0.25458120276229,0.189069290440996,0.7621347239122,0.0824550777732278
"157","2L",2538375,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"158","2L",2539465,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"159","2L",2564794,0.389649247079621,0.455161159400915,0.117904274070289,0.726685527615139
"160","2L",2571821,0.70722305147249,0.641711139151196,0.7852234273776,0.370186770936972
"161","2L",2584633,0.846568419919725,0.912080332241019,0.339014898769814,0.816395299544757
"162","2L",2605627,0.26719734567587,0.201685433354575,0.77475086682578,0.0698389348596483
"163","2L",2610757,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"164","2L",2620068,0.238503136101018,0.304015048422313,0.269050385048892,0.575539416636536
"165","2L",2642111,0.777282600510347,0.711770688189052,0.715163878339743,0.440246319974828
"166","2L",2643407,0.923965990440861,0.858454078119566,0.568480488409229,0.586929709905343
"167","2L",2652949,0.687251240450073,0.621739328128779,0.805195238400017,0.350214959914555
"168","2L",2656179,0.779132635828892,0.713620723507598,0.713313843021198,0.442096355293374
"169","2L",2668394,0.648259148770974,0.713771061092269,0.140705627621064,0.985295429306492
"170","2L",2669660,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"171","2L",2682597,0.25690352749396,0.322415439815254,0.25064999365595,0.593939808029478
"172","2L",2686389,0.877029580401993,0.942541492723288,0.369476059252083,0.785934139062489
"173","2L",2697981,0.420408588393335,0.485920500714629,0.0871449327565753,0.757444868928853
"174","2L",2715119,0.594898628283429,0.529386715962135,0.897547850566661,0.257862347747911
"175","2L",2715758,0.976144906549122,0.910632994227827,0.516301572300968,0.639108626013604
"176","2L",2716078,0.289447717008931,0.223935804687636,0.797001238158841,0.0475885635265875
"177","2L",2722538,0.814199505903256,0.879711418224551,0.306645984753346,0.848764213561226
"178","2L",2722815,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"179","2L",2729461,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"180","2L",2740063,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"181","2L",2744398,NA,NA,NA,NA
"182","2L",2746848,0.656313055493347,0.590801143172052,0.836133423356744,0.319276774957828
"183","2L",2770992,0.307125812241973,0.241613899920678,0.814679333391883,0.0299104682935456
"184","2L",2791541,0.786987782971477,0.721475870650182,0.705458695878613,0.449951502435958
"185","2L",2799370,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"186","2L",2822235,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"187","2L",2831524,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"188","2L",2837037,0.972055501877684,0.962432585801022,0.464501980727774,0.690908217586798
"189","2L",2893165,0.828447328001441,0.762935415680147,0.663999150848649,0.491411047465923
"190","2L",2913807,0.953595116698851,0.980892970979854,0.446041595548941,0.709368602765631
"191","2L",2975753,0.869473812784174,0.803961900462879,0.622972666065916,0.532437532248656
"192","2L",3000516,0.609526970367888,0.544015058046594,0.882919508482202,0.27249068983237
"193","2L",3054655,0.792170704958967,0.726658792637673,0.700275773891123,0.455134424423449
"194","2L",3103048,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"195","2L",3120256,0.734252857090404,0.799764769411698,0.226699335940494,0.928710862374078
"196","2L",3131170,0.484301210233083,0.549813122554379,0.0232523109168263,0.821337490768602
"197","2L",3142179,0.920382429423001,0.854870517101707,0.572064049427089,0.583346148887483
"198","2L",3146819,0.795479516279761,0.860991428601056,0.287925995129851,0.867484203184721
"199","2L",3151496,0.897234073229286,0.831722160907991,0.595212405620805,0.560197792693768
"200","2L",3151520,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"201","2L",3156861,0.951495008867489,0.885983096546194,0.540951469982601,0.614458728331971
"202","2L",3158373,0.7850805249868,0.850592437308095,0.27752700383689,0.877883194477682
"203","2L",3160272,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"204","2L",3160784,0.866288652692317,0.800776740371023,0.626157826157772,0.5292523721568
"205","2L",3173358,0.556982030968489,0.622493943289784,0.0494285098185789,0.894018311504007
"206","2L",3186436,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"207","2L",3191456,0.281790740484995,0.2162788281637,0.789344261634905,0.0552455400505235
"208","2L",3193550,0.0022684876875718,0.0677804000088663,0.505285033462339,0.33930476822309
"209","2L",3215211,0.477721222079003,0.412209309757709,0.985274743228914,0.140684941543486
"210","2L",3224559,0.615407375580006,0.680919287901301,0.107853854430096,0.952443656115524
"211","2L",3224768,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"212","2L",3268814,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"213","2L",3270650,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"214","2L",3277696,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"215","2L",3281662,0.167624645920102,0.233136558241397,0.339928875229808,0.504660926455621
"216","2L",3318794,0.177454918781172,0.242966831102466,0.330098602368738,0.51449119931669
"217","2L",3328152,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"218","2L",3329448,0.172104822777965,0.23761673509926,0.335448698371945,0.509141103313484
"219","2L",3352963,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"220","2L",3366555,0.75821551010181,0.692703597780515,0.73423096874828,0.421179229566291
"221","2L",3369844,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"222","2L",3386159,0.928702857732747,0.863190945411452,0.563743621117343,0.591666577197229
"223","2L",3402785,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"224","2L",3403265,0.0955785369311121,0.161090449252407,0.411974984218798,0.43261481746663
"225","2L",3410589,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"226","2L",3411425,0.75522721563274,0.689715303311445,0.73721926321735,0.418190935097221
"227","2L",3415412,0.089150513313011,0.154662425634306,0.418403007836899,0.426186793848529
"228","2L",3427934,0.396164754324315,0.46167666664561,0.111388766825595,0.733201034859834
"229","2L",3432674,0.830615771514646,0.765103859193351,0.661830707335444,0.493579490979127
"230","2L",3468550,0.718209259515006,0.783721171836301,0.210655738365096,0.944754459949476
"231","2L",3523026,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"232","2L",3523265,0.656367508166904,0.721879420488198,0.148813987016994,0.993403788702422
"233","2L",3531884,0.303641362910742,0.369153275232036,0.203912158239168,0.64067764344626
"234","2L",3535890,0.160164568062796,0.225676480384091,0.347388953087114,0.497200848598314
"235","2L",3550849,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"236","2L",3574735,0.214532441789263,0.149020529467969,0.722085962939173,0.122503838746255
"237","2L",3586305,0.341700760489908,0.407212672811203,0.165852760660002,0.678737041025426
"238","2L",3601606,0.670191547554165,0.735703459875459,0.162638026404255,0.992772171910317
"239","2L",3606609,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"240","2L",3663821,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"241","2L",3664287,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"242","2L",3673375,0.952326334224625,0.88681442190333,0.540120144625466,0.615290053689107
"243","2L",3682219,0.876245450408974,0.941757362730268,0.368691929259063,0.786718269055508
"244","2L",3698625,0.207513685986654,0.142001773665359,0.715067207136564,0.129522594548865
"245","2L",3711015,0.105270236617857,0.0397583242965625,0.612823757767767,0.231766043917661
"246","2L",3717711,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"247","2L",3730279,0.718209259515006,0.7837211718363,0.210655738365095,0.944754459949476
"248","2L",3731729,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"249","2L",3750229,0.791103714467022,0.856615626788317,0.283550193317112,0.87186000499746
"250","2L",3757132,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"251","2L",3766430,0.655907368355162,0.590395456033868,0.836539110494928,0.318871087819644
"252","2L",3792933,0.720850053800068,0.655338141478773,0.771596425050022,0.383813773264549
"253","2L",3793223,0.939888516522003,0.994599571156702,0.432334995372093,0.723075202942479
"254","2L",3819338,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"255","2L",3821241,0.294463293872383,0.228951381551088,0.802016815022293,0.0425729866631353
"256","2L",3834914,0.0515425928483379,0.117054505169632,0.456010928301572,0.388578873383856
"257","2L",3835965,0.172171465180451,0.237683377501745,0.335382055969459,0.509207745715969
"258","2L",3842973,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"259","2L",3871146,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"260","2L",3871847,0.775365350965923,0.709853438644628,0.717081127884167,0.438329070430404
"261","2L",3917464,0.808158697961528,0.742646785640234,0.684287780888562,0.47112241742601
"262","2L",3918164,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"263","2L",3945371,0.307296541941676,0.372808454262971,0.200256979208234,0.644332822477194
"264","2L",3954626,0.907482898925752,0.972994811247046,0.399929377775841,0.75548082053873
"265","2L",3954787,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"266","2L",3957210,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"267","2L",3960700,0.326540378631787,0.261028466310492,0.834093899781697,0.0104959019037312
"268","2L",3961282,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"269","2L",3961910,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"270","2L",3962973,0.227920135770019,0.293432048091314,0.27963338537989,0.564956416305538
"271","2L",3996929,0.58875479658156,0.654266708902854,0.0812012754316498,0.925791077117078
"272","2L",4010099,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"273","2L",4013913,0.280127610345694,0.214615698024399,0.787681131495604,0.0569086701898242
"274","2L",4023192,0.84569076653784,0.780178854216545,0.64675571231225,0.508654486002322
"275","2L",4042266,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"276","2L",4045337,0.738488064047309,0.672976151726015,0.753958414802781,0.401451783511791
"277","2L",4053025,0.802532475836949,0.868044388158243,0.294978954687039,0.860431243627533
"278","2L",4054737,0.653570085687854,0.719081998009149,0.146016564537944,0.990606366223372
"279","2L",4094416,0.644791844625015,0.71030375694631,0.137238323475105,0.981828125160533
"280","2L",4095498,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"281","2L",4111145,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"282","2L",4134114,0.898705909701713,0.964217822023007,0.391152388551803,0.764257809762769
"283","2L",4140774,0.644903895456025,0.579391983134731,0.847542583394065,0.307867614920507
"284","2L",4141348,0.658663995603437,0.593152083282143,0.833782483246653,0.321627715067919
"285","2L",4142221,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"286","2L",4144478,0.469417015996561,0.534928928317856,0.038136505153349,0.806453296532079
"287","2L",4149188,0.937269391653423,0.997218696025282,0.429715870503513,0.725694327811059
"288","2L",4149206,0.783894928246602,0.849406840567897,0.276341407096692,0.87906879121788
"289","2L",4177106,0.42980761117687,0.495319523498164,0.0777459099730401,0.766843891712388
"290","2L",4188945,0.889635450644841,0.824123538323546,0.602811028205249,0.552599170109323
"291","2L",4194767,0.702778552154415,0.637266639833121,0.789667926695675,0.365742271618897
"292","2L",4203214,0.865397256515896,0.799885344194602,0.627049222334194,0.528360975980379
"293","2L",4205781,0.427403810800316,0.361891898479021,0.934957331950226,0.090367530264798
"294","2L",4206527,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"295","2L",4216452,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"296","2L",4217544,0.615124073818328,0.549612161497034,0.877322405031762,0.27808779328281
"297","2L",4219678,0.735030862264141,0.669518949942847,0.757415616585948,0.397994581728623
"298","2L",4267112,0.615124073818328,0.549612161497033,0.877322405031762,0.27808779328281
"299","2L",4272647,0.106538267108193,0.172050179429488,0.401015254041717,0.443574547643711
"300","2L",4278249,0.244270565424276,0.30978247774557,0.263282955725634,0.581306845959794
"301","2L",4278858,0.669310953067721,0.603799040746426,0.823135525782369,0.332274672532203
"302","2L",4280238,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"303","2L",4345226,0.0923258873851734,0.157837799706468,0.415227633764737,0.429362167920691
"304","2L",4355923,0.751781698025552,0.686269785704257,0.740664780824538,0.414745417490033
"305","2L",4363120,0.566317319530269,0.631829231851563,0.0587637983803588,0.903353600065787
"306","2L",4367607,0.874779640050345,0.94029155237164,0.367226118900435,0.788184079414137
"307","2L",4393756,0.276077641055316,0.210565728734022,0.783631162205227,0.0609586394802017
"308","2L",4394165,0.179758714995375,0.11424680267408,0.687312236145285,0.157277565540143
"309","2L",4414055,0.96431875603643,0.970169331642276,0.456765234886519,0.698644963428052
"310","2L",4427736,0.577215159940831,0.642727072262125,0.0696616387909204,0.914251440476349
"311","2L",4432818,0.680963867992214,0.746475780313508,0.173410346842304,0.981999851472268
"312","2L",4433882,0.0515425928483388,0.117054505169633,0.456010928301571,0.388578873383857
"313","2L",4446506,0.414747690660874,0.349235778339579,0.922301211810784,0.077711410125356
"314","2L",4461874,0.633886043193065,0.69939795551436,0.126332522043155,0.970922323728584
"315","2L",4465160,0.24342561742169,0.308937529742985,0.26412790372822,0.580461897957209
"316","2L",4476289,0.866218602645536,0.800706690324241,0.626227876204554,0.529182322110018
"317","2L",4493767,0.615124073818328,0.549612161497033,0.877322405031762,0.27808779328281
"318","2L",4494571,0.981404295568665,0.95308379211004,0.473850774418755,0.681559423895817
"319","2L",4494613,0.718209259515005,0.7837211718363,0.210655738365095,0.944754459949476
"320","2L",4510199,0.371592820494851,0.437104732816145,0.135960700655059,0.708629101030369
"321","2L",4547535,0.739150002691489,0.673638090370194,0.753296476158601,0.40211372215597
"322","2L",4565249,0.437783756672334,0.50329566899363,0.0697697644775752,0.774820037207853
"323","2L",4577392,0.583645245750793,0.518133333429498,0.908801233099297,0.246608965215275
"324","2L",4577423,0.999153660026692,0.935334427652013,0.491600138876782,0.66381005943779
"325","2L",4586928,0.0733640525483012,0.00785214022700667,0.580917573698212,0.263672227987217
"326","2L",4589602,0.867463441248897,0.801951528927602,0.624983037601193,0.530427160713379
"327","2L",4600868,0.742857015055903,0.808368927377198,0.235303493905993,0.920106704408579
"328","2L",4631986,0.545817750893072,0.611329663214366,0.0382642297431614,0.88285403142859
"329","2L",4640087,0.978356197808012,0.956131889870694,0.470802676658101,0.68460752165647
"330","2L",4642543,0.363263491909407,0.428775404230702,0.144290029240503,0.700299772444926
